OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0065,,"Kingsgate Business Centre, 12-50 Kingsgate Road, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.30225000000000002,51.414020999999998,0.23000000000000001,Unknown ownership,,Permissioned,reserved matters app,2017-07-28,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/12961/REM,,5,"""Demolition of exisiting office building and erection of new building to accommodate (Sui Generis) a mixed use scheme with student accommodation on the upper floors.""","""Demolition of exisiting office building and erection of new building to accommodate a mixed use scheme with A1/A3/B1 floorspace at ground floor level.""",,,,,,"""Planning permission 15/12961/REM for 228 net additional student bedrooms (Sui Generis) granted on 28/07/2017.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0101,,"Car park at Medway Close, Ilford",,WGS84,0.081613000000000005,51.546132999999998,0.23999999999999999,Owned by a public authority,Yes,Permissioned,Full planning permis,2016-09-05,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,18,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 0608/15 - Local Plan allocation site number: 136,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2013/1564/FUL,,"Ada Lewis House, 1 Dalmeny Avenue",http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3974094.6600000001,-8734.9184999999998,0.23000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2014-10-01,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning Applications On-Line&TYPE=PL/PlanningPK.xml&PARAM0=343703&XSLT=/Northgate/PlanningExplorer/SiteFiles/Ski,,45,"Demolition of existing hostel building on the site and the construction of part 5, part 6 storey residential building providing 45 residential dwellings. Associated landscaping, hardstanding and acces",,,,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0051,,"Balfour House, 394-398 High Road Ilford",,WGS84,0.085489999999999997,51.561101000000001,0.23000000000000001,Unknown ownership,Yes,Permissioned,Full planning permis,2014-03-09,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2429/12 - Local Plan allocation site number: 62,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,16/3262/FUL,,"Land Adjacent To 106 -128 Mount Pleasant And 27-37, Langford Road, Barnet, EN4 9HG",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.158962564623988,51.652400601201499,0.23210178449999999,Owned by a public authority,Yes,Permissioned,full planning permis,2017-04-20,,,12,"Demolition of garden walls and erection of two 3-storey buildings comprising of 12no. self-contained flats with associated access, car parking, cycle and refuse storage, amenity space and landscaping",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0017,,"40 Ilford Hill, Ilford",,WGS84,0.068492999999999998,51.557505999999997,0.28999999999999998,Mixed ownership,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,117,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 17,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/barking-and-dagenham,Barking and Dagenham,LBBD22,,North Street ,https://maps.london.gov.uk/brownfield-site-register,OSGB36,0.075283000000000003,51.538961,0.23000000000000001,Owned by a public authority,,Permissioned,,,,,14,,,,,,,,,2017-12-31,2017-12-31,Barking and Dagenham,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR069,,Englands Lane Residence England's Lane London NW3 4XQ,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.160638,51.547232000000001,0.23999999999999999,Unkown ownership,Yes,Permissioned,full planning permis,2017-07-03,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/7803/P%20and%20Date%20Validated%20is%,,9,"Erection of a five storey rear extension in association with change of use of eastern 'wing' from hostel to 9 residential flats (2 x 1 bedroom, 5 x 2 bedroom, 2 x 3 bedroom) and reprovision of 162 hos",,,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2009/1532,,624 High Road London N17 9TL London,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=204381,ETRS89,-0.067396999999999999,51.597214999999998,0.23000000000000001,Not owned by a public authority,yes,Permissioned,full planning permis,2010-01-18,,,42,"Retention of the existing structural frame comprising Scotland Green House, rebuilding of the front and rear elevations, adding a fourth storey to the existing building and erection of a new four stor",100sqm of Commercial floorspace,,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC002, ,Harrington Road,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",526584,178768,0.20999999999999999,Not owned by a public authority, ,Not permissioned, ,,, ,50,A minimum of 50 residential units., , ,50,50, ,https://www.rbkc.gov.uk/planning-and-building-control/planning-policy/local-plan/local-plan, ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/kensington-and-chelsea,Royal Borough of Kensington and Chelsea,RBKC038, ,Ladbroke Hall South Wing 79 Barlby Road W10 6AZ,https://lbhf.maps.arcgis.com/apps/webappviewer/index.html?id=931fa3b3294b4147a518648579b12d4a,"OSGB36
",523555,181980,0.070000000000000007,Not owned by a public authority,yes,Permissioned,full planning permis,2017-02-14,"https://www.rbkc.gov.uk/PP/16/08360
", ,5,Demolition of single storey extension and construction of three storey extension to eastern side to include 5 x residential apartments. Construction of additional single storey building to rear. Exter, , ,5,5, ,"https://www.rbkc.gov.uk/PP/16/08360
", ,2017-12-31,2017-12-31,Kensington and Chelsea,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0037,,"300 ï¿½ 318 High Road, Ilford",,WGS84,0.081282999999999994,51.560234000000001,0.27000000000000002,Not owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,97,Retail/ Housing,Retail floorspace: 650 sq.m,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 45,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,12571/APP/2015/3649,,"U shaped ext NW of Harefield Place, The Drive, Ickenham, UB10 8AQ",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.47014099999999998,51.566777999999999,0.23999999999999999,Unkown ownership,yes,Permissioned,full planning permis,2016-06-03,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,25,"Demolition of existing modern U shaped extension. Conversion of existing Grade II listed building and erection of a replacement extension building to provide 25 self-contained apartments (Class C3), w",,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,PNAAP19,,"Former Kennedy Sausage Factory and former fire station, 82-86 Peckham Road and 3 Talfourd Road",,OSGB3,533611.06999999995,176736.67000000001,0.23999999999999999,Unknown ownership,,Not permissioned,,,,,40,,Required: retail (Classes A1/ A2/ A3/ A4) or business uses (B Class) or community/leisure (Class D),,40,50,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/0120/17,,"Canning Road, 1, Premier House, Wealdstone",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33462967611038202,51.594291354884497,0.24136339670000001,Not in public ownership,Yes,Permissioned,full planning permis,2017-07-31,,,9,Creation of a new fifth floor to accommodate nine additional flats with associated  external alterations,,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/1727/17/PRIOR,,"Canning Road, Premier House, Part 3rd & 4th floor, Wealdstone",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33462967611038202,51.594291354884497,0.24136339670000001,Not in public ownership,Yes,Permissioned,planning permission ,2017-06-01,,,45,Conversion of offices (Class B1a) on third Floor (part) and fourth floor to 45 self-contained flats (Class C3) (PRIOR APPROVAL),,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,P/2542/14,,"Canning Road, Premier House, Second Floor, Wealdstone",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.334629676834305,51.594291354822197,0.24136337029999999,Not in public ownership,Yes,Permissioned,planning permission ,2014-08-22,,,9,Conversion of second floor offices(Class B1a)to 9 self-contained flats (PRIOR APPROVAL),,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0018,,"The Well House, George Road, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.27824399999999999,51.418708000000002,0.23999999999999999,Unknown ownership,yes,Permissioned,full planning permis,2016-04-27,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=16/14233/FUL,,5,"""Demolition of existing two-storey building and outbuildings and erection of 2 x two-and-a-half-storey, six-bed residential dwellings (C3) with ancillary parking and landscaping""",,,,,,,"""Planning permission 16/14233/FUL for 1 net additional home (C3) granted on 27/04/2016.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-0322,, 1 Fountain Drive  SE19 1UW,,OSGB3,533896.31999999995,171470.29999999999,0.23999999999999999,Unknown ownership,yes,Permissioned,full planning permis,2015-06-30,,,5,"Demolition of the existing vacant former dwelling, ancillary outbuilding and 6 x trees on the site (including 1 x TPO tree), and erection of 6 x self-contained houses (Class C3), with associated lands",,,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,23156/APP/2016/1284,,"Malt House, 128 Field End Road, Eastcote, HA4 9XQ",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.39567000000000002,51.574978000000002,0.25,Unkown ownership,yes,Permissioned,full planning permis,2016-06-17,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,30,"Change of use from office (Use Class B1) to 3 x studio, 13 x 1 bed and 14 x 2 bed flats (Use Class C3) (Prior Approval Application)",,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR61,N/A,"87 Oak Tree Gardens  BR1 5BE
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=OMJBG6BTLFN00,ETRS89,51.425779169999998,0.026504506000000001,0.25,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2017-05-12,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OMJBG6BTLFN00,N/A,6,Proposed demolition of 89 and 91 Oak Tree Gardens and erection of 6 two storey 3 bedroom houses comprising of 3 pairs of semi-detached houses.,Proposed erection of single garage for No. 87; associated access parking landscaping cycle storage refuse and recycling provision.,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0027,,"10 Coombe Ridings, Kingston upon Thames",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.267878,51.424627000000001,0.25,Unknown ownership,yes,Permissioned,full planning permis,2016-08-17,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=16/14613/FUL,,5,"""Erection of 1 x six-bedroom two-storey house (C3) with rooms in roof and basement and single storey detached garage to replace existing dwelling""",,,,,,,"""Planning permission 16/14613/FUL for 0 net additional homes (C3) granted on 17/08/2016.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,NH9,,392a and 394 Camden Road,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3974021.8130000001,-8522.2510000000002,0.25,Unknown ownership,,Not permissioned,,,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=433974&XSLT=/Northgate/PlanningExplorer/SiteFiles,,14,,,,14,14,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,70877/APP/2017/1652,,"Former Site of Southside, Honeycroft Hill, Uxbridge, UB10 9NH",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.47011399999999998,51.547362999999997,0.25,Unkown ownership,yes,Permissioned,full planning permis,2017-08-08,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,7,"4 x two storey, 3-bed, semi-detached dwellings and 4 x two storey, 4-bed semi-detached dwellings with habitable roof space to include associated amenity space, drainage and parking and alteration to v",,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-72,,“48-60 Footscray Rd Eltham“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,543412,174102,0.089999999999999997,Unknown ownership,Yes,Permissioned,Full planning permis,2017-03-10,,,38,"“15/2910/F. Redevelopment comprising 38, one and two-brm sheltered apartments for the elderly including communal facilities, access, car parking and landscaping.”",,,,,,,"“Not started.""",2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,8396/APP/2016/777,,"Tommy Flynns, Sutton Court Road, Hillingdon, UB10 9HR",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.44815300000000002,51.540595000000003,0.25,Unkown ownership,yes,Permissioned,full planning permis,2016-11-04,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,26,"Redevelopment of the site to provide a new three storey building containing 26 flats (Class C3) with associated parking, balconies, landscaping and rear communal amenity space.",,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,14-AP-2709,, 2-16 Amelia Street  SE17 3PY,,OSGB3,532181.26000000001,178534.38,0.26000000000000001,Unknown ownership,yes,Permissioned,full planning permis,2015-03-30,,,55,"DEMOLITION OF EXISTING BUILDINGS (SUI GENERIS) AND REDEVELOPMENT TO PROVIDE A PART 3/4//5/7 STOREY DEVELOPMENT COMPRISING 55 FLATS (X9 ONE BED, X7 THREE BED) (USE CLASS C3), 305SQM RETAIL FLOOR SPACE ","DEMOLITION OF EXISTING BUILDINGS (SUI GENERIS) AND REDEVELOPMENT TO PROVIDE A PART 3/4//5/7 STOREY DEVELOPMENT COMPRISING 55 FLATS (X9 ONE BED, X7 THREE BED) (USE CLASS C3), 305SQM RETAIL FLOOR SPACE ",,0,0,,,,2017-12-20,2017-12-20,Southwark,2018
http://opendatacommunities.org/doc/london-borough-council/kingston,Kingston upon Thames,RBK0011,,"88 Ditton Road, Surbiton",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.30285200000000001,51.382849,0.25,Unknown ownership,yes,Permissioned,full planning permis,2015-11-26,https://maps.kingston.gov.uk/propertyServices/planning/Details?caseNo=15/16045/FUL,,5,"""Demolition of existing outbuildings/hardstandings etc. to rear of site and construction of 1 x two-storey four-bedroom detached dwelling (C3).""",,,,,,,"""Planning permission 15/16045/FUL for 1 net additional home (C3) granted on 26/11/2015.

Site has capacity to deliver at least 5 net additional homes (C3).""",2017-12-12,2017-12-12,Kingston,2018
http://opendatacommunities.org/id/london-borough-council/merton,London Borough of Merton,15/P2082,,"258 Coombe Lane, Raynes Park, SW20 0RW",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.243162765330112,51.413164770968599,0.25,Not owned by a public authority,yes,Permissioned,full planning permis,2016-09-05,,,5,DEMOLITION OF THE EXISTING HOUSE AND ERECTION OF SIX SEMI DETACHED HOUSES,,,,,,,,2017-12-31,2017-12-31,Merton,2018
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,EAL4b,,"EAL4b 54 The Broadway (Crystal House), W5",http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=517848.03&y=180752.24,OSGB36,517848.03000000003,180752.23999999999,0.25,Not owned by a public authority,yes,Permissioned,full planning permis,2015-12-18,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZW68JMTA024,,55,"Removal of existing entrance feature, remodelling of elevations and construction of 2 additional floors of accommodation and change of use from Class B1(a) offices to create 55 Class C3 residential un","Demolition of existing atrium and construction of new entrance and replacement circulation space for International House; Replacement canopies, creation of new landscaping, relocation of statue, flexi",,,,,,This site forms part of a larger allocation relating to the wider Broadway Centre.  See separate entry for The Broadway Centre.  Permission (Ref. PP/2015/1727) has been given for the creation of 55 re,2017-12-20,2017-12-20,Ealing,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR48,N/A,"39 Oregon Square  BR6 8NH
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O2DNMHBT0HX00,ETRS89,51.374415720000002,0.078190146000000002,0.26700000000000002,Unknown ownership,Yes,Permissioned ,N/A,N/A,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O2DNMHBT0HX00,N/A,8,Demolition of Nos. 39 and 41 Oregon Square and retention of No 43 and erection of 8 dwellings comprising 3 pairs of semi-detached dwellings and 2 detached dwellings. ,Associated access road and car parking (Outline),N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/hillingdon,London Borough of Hillingdon,72234/APP/2016/3531,,"Q3 House, Mondial Way, Harlington, UB3 5AR",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.443747,51.481752,0.25,Unkown ownership,yes,Permissioned,full planning permis,2016-12-05,http://www.hillingdon.gov.uk/article/31455/Planning-search-guide,,42,Change of use from Use Class B1 (Offices) to Use Class C3 (Residential) to form 42 x 1 bed units (Prior Approval),,,,,,,,2017-12-31,2017-12-31,Hillingdon,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR40,N/A,"Beck House 36a Copers Cope Road  BR3 1NH
",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O6N0NPBTFL000,ETRS89,51.413402830000003,-0.031436903000000002,0.25,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2016-07-15,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O6N0NPBTFL000,N/A,14,Proposed construction of four storey rear extension front extension and additional upper storey level extension to the existing building forming an additional 8 x 2-bedroom flats and 1 x 3 bedroom fla,Proposal for the provision of front and rear parking amenity space cycle storage together with formation of new vehicular access and associated landscaping.,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR020,,6-17 Tottenham Court Road & others,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.13153500000000001,51.517228000000003,0.26000000000000001,Not owned by a public authority,,Not permissioned,,,Fitzrovia Area Action Plan http://camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/fitzrovia-aap.en,,20,"Redevelopment could provide around 3,000sqm of additional floorspace, an element of which could include housing. The Councilâ€™s preferred approach is a mix of uses with a retail frontage on Tottenham","Redevelopment could provide around 3,000sqm of additional floorspace, an element of which could include housing.",,,,,,,2018-10-12,2018-10-12,Camden,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,P2014/3494/FUL,,640-648 & 650 Holloway Road,http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3973211.557,-8731.0975999999991,0.25,Unknown ownership,yes,Permissioned,full planning permis,2015-10-20,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning Applications On-Line&TYPE=PL/PlanningPK.xml&PARAM0=405457&XSLT=/Northgate/PlanningExplorer/SiteFiles/Ski,,39,Demolition of existing buildings (including residential unit). Erection of a five storey building (plus basement) fronting Holloway Road (Block 1) comprising 20 residential units (Class C3) on the upp,"Block 1 comprises retail space (Class A1) at ground floor, gym (Class D2) at basement level.",,,,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/greenwich,Royal Borough Of Greenwich,RBG-30,,“36-38 Artillery Place Woolwich“,www.royalgreenwich.gov.uk/brownfieldregister,OSGB36,543069,178552,0.25,Unknown ownership,Yes,Permissioned,Full planning permis,2015-04-02,,,52,"“14/3092/F. Demolition of the existing buildings and erection of two 6-storey buildings to provide 52 residential flats (11 x 1-brm, 17 x 2-brm, and 24 x 3-brm) with associated landscaping, amenity sp",,,,,,,“Construction likely to begin early 2018.“,2017-12-22,2017-12-22,Greenwich,2018
http://opendatacommunities.org/id/london-borough-council/islington,London Borough of Islington,TRAJ3,,"Jobcentre Plus, 1 Elthorne Road",http://mapapp.islington.gov.uk/mapthatol/Login.aspx?user=public&utm_content=stcms2.islington.gov.uk,ETRS89,3972975.6839999999,-9152.1152999999995,0.25,Unknown ownership,,Not permissioned,,,http://planning.islington.gov.uk/Northgate/PlanningExplorer/Generic/StdDetails.aspx?PT=Planning%20Applications%20On-Line&TYPE=PL/PlanningPK.xml&PARAM0=307400&XSLT=/Northgate/PlanningExplorer/SiteFiles,,24,,,,24,24,,,Site plan is available on Islington interactive mapping website. Specific site is identifiable via SiteReference and SiteNameAddress attribute data.,2017-11-24,2017-11-24,Islington,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,17/2982/FUL,,"Whitewalls, Totteridge Green, London, N20 8PE",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.196548083173715,51.629499754780497,0.26878117169999999,Not owned by a public authority,Yes,Permissioned,full planning permis,2017-07-28,,,2,"Demolition of single detached house and erection of 2no detached dwellings. Associated landscaping, hardstanding and refuse storage",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,Site Allocations H15,,"Bacon Lane, Hill's Yard",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.27502925959299601,51.604851870958598,0.2554844859,Not in public ownership,Yes,Not permissioned,,,,,28,Allocated site suitable for residential use,,,,,,,Pre-App received 26/7/17 (P/3579/17/PREAPP),2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/barnet,Barnet London Borough Council,H/05833/14,,"126 Colindale Avenue, London, NW9 5HD",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.25132803152237299,51.593905664875798,0.25646888239999999,Not owned by a public authority,Yes,Permissioned,full planning permis,2016-12-20,,,35,"Demolition of existing business centre and construction of 2 no. two five storey buildings to provide 35 no. residential flats and 566 m2 of commercial floor space (Use Class B1), including basement c",,,,,,,,2017-12-04,2017-12-04,Barnet,2018
http://opendatacommunities.org/doc/london-borough-council/westminster,Westminster City Council,17330013, ,26-32 Oxford Street,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=17330013,OSGB36,529706.29206217697,181393.676773691,0.25773680609999999,Unknown ownership, ,Not permissioned, ,,, ,18,Proposals site in Westminster’s City Plan,, ,0,0, , ,SHLAA,2017-11-30,2017-11-30,Westminster,2018
http://opendatacommunities.org/id/london-borough-council/harrow,Harrow Council,17150212,,"Travis Perkins, Palmerston Road",https://maps.london.gov.uk/brownfield-site-register,ETRS89,-0.33250855345050501,51.593555974725,0.25734682180000001,Not in public ownership,Yes,Not permissioned,,,,,68,"Part of allocated site AAP06. Suitable for mixed use, perhaps 60% residential and 40% employment use.",B1/B2/B8,,,,,,,2017-11-28,2017-11-28,Harrow,2018
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0033,,"Britannia Car Park, Clements Road/Albert Road, Ilford",,WGS84,0.072319999999999995,51.557018999999997,0.20000000000000001,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,81,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Located within Ilford Housing Zone - Local Plan allocation site number: 41,2019-07-12,2019-07-12,Redbridge,2018
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,17140226,,NW of Clarendon Square,http://www.haringey.gov.uk/planning-and-building-control/planning/planning-policy/local-plan/local-plan-site-allocations-dpd,ETRS89,-0.114608,51.592928999999998,0.31,Not owned by a public authority,yes,,,,,,29,,"Expected to deliver around 1,006m2 of Employment floorspace",,,,,,,,,Haringey,2018
http://opendatacommunities.org/id/london-borough-council/bromley,London Borough of Bromley,BLR52,N/A,"Jacanda Lodge North Drive
BR3 3XQ",https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=O467GHBTMFL00,ETRS89,51.398417559999999,-0.017905537999999999,0.087999999999999995,Unknown ownership,Yes,Permissioned ,Full Planning Permis,2016-10-10,https://searchapplications.bromley.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O467GHBTMFL00,N/A,7,Demolition of two detached dwellinghouses and construction of a crescent terrace of 7 three storey four bedroom plus roof accommodation townhouses ,Associated basement car parking refuse store and associated landscaping,N/A,,,N/A,,,2017-12-31,N/A,Bromley,2018
