OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/102,"St Pauls Rise, Keighley",-1.9022,53.862982,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406496.6732,440710.1,406559.25,440797.0998,27700",0.25,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704677OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7707781FUL&activeTab=summary|https://planning.bradford.gov.uk,7,10,,Permission has expired on the site. Owners intentions are not known but the site remains undeveloped,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/119,"West Lane, Keighley",-1.917062,53.866609,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405510.9098,441121.6,405592.1368,441203.2573,27700",0.42,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7905691FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQH4PHDH8O000&activeTab=summary|https://planning.bradford.gov,15,19,,Owner intentions are unknown at present and the site could be used for alternative development,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/125,Former Branshaw Special School-Nashville Street,-1.919469,53.863262,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405357.896,440722.804,405431.978,440845.681,27700",0.51,owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202186REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505739FUL&activeTab=summary|https://planning.bradford.gov.uk,19,23,yes,Site has development potential for re use as residential. The landowners are taking steps to bring this site forward,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/136,"Former Site Of Ingrow Corn Former Site of Corn Mill, Ingrow Lane, Keighley",-1.920808,53.854522,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405271.05,439774.6,405339.65,439837.1,27700",0.13,,,permissioned,outline planning permission,2017-04-29,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301608OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7603545REN&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with permission for 6 houses and 3 flats,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/138,Worthville Farm Keighley,-1.904872,53.858446,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406337.2,440214.0,406372.2,440289.45,27700",0.22,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8906796FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7803737FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,,"Site with expired permission, the owners immediate intentions are not known",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/139,"Scrap Yard Castle Mills, Becks Road, Keighley, Keighley",-1.923777,53.864256,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405014.55,440844.75,405231.15,440939.35,27700",1.35,not owned by a public authority,,permissioned,reserved matters approval,2017-10-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9206818FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605830FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with outline permission for 66 units and reserved matters approval for 37 of these units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/153,East Parade Keighley,-1.903929,53.867204,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406404.39,441215.06,406426.95,441235.5,27700",0.02,not owned by a public authority,,permissioned,full planning permission,2015-06-04,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8400728FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov,0,0,yes,". Demolition of existing buildings and reconstruction to form 3 retail shops at ground floor level, with first floor and second floor extensions forming 5 self contained apartments",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/155,Victoria Hotel Cavendish Street Keighley,-1.903834,53.867354,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406403.3,441231.6,406438.3,441253.5,27700",0.04,not owned by a public authority,,permissioned,full planning permission,2015-07-22,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403664COU&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Conversion of existing public house/hotel into 4 retail units on the ground floor with associated external changes and the creation of 9 self-contained units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/158,Bradford Road Bronte Street,-1.897191,53.871971,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406825.3,441727.45,406890.5,441798.4,27700",0.21,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7801600FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JCZS6VDHL6000&activeTab=summary|https://planning.bradford.gov,9,11,,Former car sales showroom and forecourt- currently unused between homes and restaurant PH,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/162,113-17 Dalton Lane,-1.898617,53.868438,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406756.003,441355.153,406773.3007,441370.8779,27700",0.02,not owned by a public authority,,permissioned,full planning permission,2017-07-04,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OEVXN8DHJVM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ORJN8HDHKI400&activeTab=summary|https://planning.bradford.,0,0,yes,. Site with permission for 5 flats,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/167,Grange Street,-1.902866,53.871405,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406419.05,441658.45,406538.901,441725.1104,27700",0.34,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9203000COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202513COU&activeTab=summary|https://planning.bradford.gov.uk,17,33,,Vacant site with remnants of former use in a predominantly residential area,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/169,Halifax Rd,-1.918095,53.851089,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405472.6311,439409.65,405499.2495,439455.7571,27700",0.08,not owned by a public authority,,permissioned,full planning permission,2017-10-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LHC5B9DHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604781COU&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Site permission for 7 terraced homes,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/170,10 Church Street,-1.910186,53.865326,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405987.7,441004.7,406026.35,441025.85,27700",0.04,not owned by a public authority,,permissioned,full planning permission,2017-01-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYEF6NDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M16WJIDHC1000&activeTab=summary|https://planning.bradford.,0,0,yes,. Buildings with conversion permission to 5 apartments,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/171,"Springfield Mills, Oakworth Road",-1.914576,53.86446,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405701.7133,440898.653,405735.6,440935.1771,27700",0.07,not owned by a public authority,,permissioned,full planning permission,2017-07-05,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRG0UJDH02V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9204976FUL&activeTab=summary|https://planning.bradford.gov,0,0,yes,. buildings with conversion permission to 14 apartments,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,KY/172,Parson Street,-1.901416,53.871947,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406526.11,441712.5503,406633.4482,441794.3987,27700",0.49,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103870COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9105562FUL&activeTab=summary|https://planning.bradford.gov.uk,18,22,yes,Underused buildings in an area suitable for residential redevelopment,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,ME/020,Otley Road,-1.730506,53.886866,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417768.47,443392.16,417856.47,443496.83,27700",0.81,not owned by a public authority,,pending decision,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HJJZ0SDHV3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8807098FUL&activeTab=summary|https://planning.bradford.gov,0,0,,Former pub with pending application for retirement apartments,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/009,"Romanby Shaw, Ravenscliffe",-1.712493,53.827575,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418967.3864,436760.1873,419096.1956,436941.6375,27700",1.55,owned by a public authority,,permissioned,full planning permission,2018-02-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IN84P3DHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505651FUL&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Erection of 47 residential units with associated parking and landscaping,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/013A,"Westfield Lane, Wrose",-1.744678,53.829986,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416831.6,437050.005,416983.053,437178.2237,27700",0.97,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8907463FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9701340FUL&activeTab=summary|https://planning.bradford.gov.uk,36,44,yes,The site had planning permission for 47 units in 2013 which has now expired. The owner is understood to be looking at bringing the site forward,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/014,"Fagley Croft, Fagley",-1.717405,53.807805,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418664.55,434608.5998,418758.1,434690.3498,27700",0.38,not owned by a public authority,,permissioned,full planning permission,2018-05-30,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301642REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100492OUT&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with permission for 8 detached homes,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/015A,"Harrogate Road, Greengates",-1.707276,53.835466,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419314.401,437702.3975,419407.0521,437756.3927,27700",0.25,not owned by a public authority,,permissioned,full planning permission,2018-02-27,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KLN2NQDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806071OUT&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Site with permission for 28 apartments,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/035,"Barkerend Mill, Barkerend Road, Barkerend",-1.737363,53.796233,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417319.6868,433288.34,417485.76,433419.47,27700",1.1,mixed ownership,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9YRDTDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7701346REN&activeTab=summary|https://planning.bradford.gov,99,247,,Substantial listed mill suitable for conversion. There has been some recent interest in the site,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/046,"Arthur Street, Idle",-1.729201,53.828021,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417796.28,436852.25,418005.7998,436936.1989,27700",0.97,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501746FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OGFAN8DHKSQ00&activeTab=summary|https://planning.bradford.gov,36,43,,Detailed applications have so far been refused.,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/064,"Victoria Road, Eccleshill",-1.721429,53.817869,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418381.35,435737.0,418495.1561,435797.6,27700",0.5,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IFYM3GDHY8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0000135FUL&activeTab=summary|https://planning.bradford.gov,19,23,yes,,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/090,"55 Joseph Street, Barkerend",-1.741225,53.793273,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417110.9375,433004.7498,417183.4063,433054.9998,27700",0.2,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300173ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J13NVLDH4A000&activeTab=summary|https://planning.bradford.gov,10,20,,A small site but which could accommodate a medim/high density scheme but also has development potential for employment uses. The owners intentions however are not presently known,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/102,"Croft Street, Idle",-1.726895,53.83492,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418029.1222,437633.15,418106.6,437700.75,27700",0.27,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701184EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8607383DUMMY&activeTab=summary|https://planning.bradford.gov.,11,14,,Site where permission for 9 houses and 7 flats has expired. The owners current intentions are not known but the site remains suitable for residential redevelopment,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/111,"Folkestone Street, Bradford Moor",-1.727523,53.795899,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418024.6,433307.4,418065.9869,433335.2353,27700",0.07,not owned by a public authority,,permissioned,full planning permission,2016-04-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600537OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LCE8R8DH0I700&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Former garage site with detailed permission for 8 units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/113,"Steadman Street, Whitehead Street, Barkerend",-1.730805,53.792823,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417784.0195,432938.0819,417868.91,433017.6256,27700",0.4,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZZDDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404184COU&activeTab=summary|https://planning.bradford.gov,15,18,,The site is vacant and is not being used but it has had planning permission for residential previously but the owners intentions are not currently known,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/123,"Rimswell Holt, Ravenscliffe",-1.709018,53.824887,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419216.3,436523.6,419279.9,436585.05,27700",0.22,,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KHBEKUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JK6YHLDH7B000&activeTab=summary|https://planning.bradford.,6,9,,"Cleared site formerly RC church, opposite and adjacent residential identified from survey. The owners current intentions are not know but the site could accommodate at least 6 homes",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/134,196-198 Barkerend Road-Bradford,-1.739581,53.796512,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417240.678,433375.03,417265.86,433402.2,27700",0.04,not owned by a public authority,,permissioned,full planning permission,2015-08-10,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001924COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NSLUR4DH0IO00&activeTab=summary|https://planning.bradford.gov,0,0,yes,". Change of use from public house with existing living accommodation above to eight self-contained flats, with enlargement and alterations to rear extension and dormer windows to front and rear. Further permission granted in February 2017 to add an addtion",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/147,"Thackley Grange, Thackley",-1.733248,53.841239,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417610.5344,438326.1439,417687.6,438403.5,27700",0.54,not owned by a public authority,,permissioned,full planning permission,2018-02-16,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605950FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PCVZ0WDH0LY00&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Permission for 14 family homes,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/153,114 Undercliffe Road,-1.73211,53.815158,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417709.1,435430.43,417778.8,435501.2,27700",0.19,not owned by a public authority,,permissioned,full planning permission,2018-01-18,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8501550OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8606927NEW&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Detailed residential permissionfor 7 units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/161,"Former Fire Station, Highfield Road, Idle",-1.737027,53.828686,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417370.14,436933.15,417442.95,437002.35,27700",0.27,not owned by a public authority,,permissioned,full planning permission,2016-04-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900127FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1YTI3DHLT000&activeTab=summary|https://planning.bradford.gov,0,0,yes,. Site with permission for 11 units,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/162,"Stockhill Road, Idle",-1.715428,53.833078,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418794.55,437424.9,418858.8,437496.6,27700",0.21,not owned by a public authority,,permissioned,full planning permission,2017-12-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502304COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7900719COU&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with permission for 8,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/163,"Site of Ashfield Mills, Ashfield Rd, Idle",-1.727577,53.84022,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417965.75,438206.8,418098.8,438310.15,27700",0.88,not owned by a public authority,,permissioned,outline planning permission,2017-10-02,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7403739FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8800279REM&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Mill site with redevelopment permission for 35 family homes,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/166,"Greenfield Avenue, Windhill",-1.764579,53.8234,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415558.75,436352.8629,415629.05,436406.05,27700",0.17,,,permissioned,full planning permission,2017-11-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU3ULQDHMB800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MFE0B7DH0DX00&activeTab=summary|https://planning.bradford.,0,0,yes,. Former offices with redevelopment permission,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/170,"Peel Park Hotel, Otley Rd",-1.741885,53.805522,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417075.44,434363.53,417118.0,434404.9,27700",0.08,not owned by a public authority,,permissioned,full planning permission,2018-03-20,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBF5SGDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9G6C6DH8O000&activeTab=summary|https://planning.bradford.,0,0,yes,. Former pub with conversion permission to 5 apartments,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/171,"New Otley Road, Barkerend",-1.744112,53.797519,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416918.4849,433470.3,416976.42,433535.7516,27700",0.13,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEL6V0DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LOOF1UDH0GF00&activeTab=summary,5,7,yes,Cleared site which is part of social housing providers ongoing programme,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/172,Sycamore Close/Otley Road,-1.741952,53.800781,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417052.5253,433822.8017,417144.9843,433890.0,27700",0.48,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7506725FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PB8R8VDHGCK00&activeTab=summary|https://planning.bradford.gov,18,21,yes,Cleared site which is part of social housing providers ongoing programme,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NE/173,"Site of Wainfleet House, Ruston Road",-1.712322,53.798881,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419019.799,433626.2,419073.094,433690.047,27700",0.16,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7700819FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9602581REG&activeTab=summary|https://planning.bradford.gov.uk,7,8,yes,Cleared site which is part of social housing providers ongoing programme,2018-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NW/001,"Snowden Street/Trafalgar Street, Manningham",-1.756822,53.799304,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416055.3,433650.4262,416158.6,433738.4,27700",0.49,not owned by a public authority,,permissioned,outline planning permission,2017-07-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100839LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8404809FUL&activeTab=summary|https://planning.bradford.gov.uk,0,0,yes,. Site with outline permission for mixed use to include 229 apartments,2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NW/002,"Drummond Trading Estate, Lumb Lane, Manningham",-1.764745,53.800833,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415470.0,433754.0,415698.2,433971.6,27700",3.03,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001388REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205351LBC&activeTab=summary|https://planning.bradford.gov.uk,93,114,yes,"The owner intends bringing this site forward following its clearance after a major fire. The site is suitable for residential development, employment and community use.",2017-11-01,2018-11-01,
http://opendatacommunities.org/id/metropolitan-district-council/bradford,NW/007,Springbank Place,-1.762648,53.807025,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415667.9,434501.0,415789.35,434601.75,27700",0.57,not owned by a public authority,,not permissioned,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQ5OJ1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQQ494DH06L00&activeTab=summary|https://planning.bradford.,15,20,,The site has residential potential for redevelopment subject to conservation area consent,2018-11-01,2018-11-01,
