OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Uni_ID,Settlement,Parish,SHLAA2018_Suitable,SHLAA2018_Available,SHLAA2018_Achievable,SHLAA2018_Timescale,SHLAA2018_Capacity,Latest_MostRelevantResidentialApplication,Total_ha,BF_ha,CoordinateReferenceSystem_WGS84,GeoX_WGS84,GeoY_WGS84,CoordinateReferenceSystem_ETRS89,GeoX_ETRS89,GeoY_ETRS89
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3500x,3500,"""Netherton Park (land at) (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,421828,580525,3.28,unknown ownership,yes,permissioned,outline planning permission,2017-07-07,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MTFJBXQS0CE00,,32,"Permitted site for 85 units - yet to commence but forecast for delivery to start within next 5 years. Site mostly brownfield in nature, although there is an area of greenfield land. Brownfield element (3.28ha) represents almost half of the site area - indicative yield of around 36 dwellings can be calculated based on methodological approach. For indicative purposes in the BF Register, the original SHLAA site (ref 3500) is split to reflect brownfield and greenfield elements - total area of 7.89ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Outline permission for redevelopment of site for up to 85 residential dwellings permitted July 2017 - 14/00808/OUT,2017-12-17,2018-12-31,94,Not in a Settlement,Stannington CP,Suitable,Available,Achievable,0-5 Years,36,14/00808/OUT,7.89,3.28,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3549,,"""Druridge Avenue, Hadston""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,425443,599838,0.28,not owned by a public authority,,not permissioned,,2008-07-14,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00AZFJTGLI000,,6,Vacant site offering potential opportunity for infill development - previous permission lapsed prior to commencement,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Previous planning consent for construction of 3 three-bed houses and 4 two-bed bungalows has lapsed - CM/20080381,2016-06-30,2017-12-17,95,Hadston,East Chevington CP,Suitable,Available,Achievable,6-10 Years,7,CM/20080381,0.28,0.28,WGS84,-1.60088,55.29204,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,3651x,3651,"""Mitford Water Treatment Works (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,417991,585725,1.60,not owned by a public authority,yes,permissioned,reserved matters approval,2016-01-29,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M5WU5RQS04P00,,8,"Permitted site for 8 units - yet to commence but forecast for delivery to start within next 5 years. Site mainly comprises of brownfield in nature and, although there is some greenfield land, the yield indicated recognises focus on brownfield element (1.60ha). For indicative purposes in the BF Register, the original SHLAA site (ref 3651) is split to reflect brownfield and greenfield elements - total area of 3.05ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,A number of proposals and applications relate to site. Application for scheme of 8 dwellings permitted June 2017 - 17/01360/REM. This latest consent supersedes initial outline and reserved matters consents - 14/02721/OUT and 15/03842/REM,2017-12-17,2018-12-31,96,Not in a Settlement,Mitford CP,Suitable,Available,Achievable,0-5 Years,8,17/01360/REM,3.05,1.60,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4564x,4564,"""High House Farm, Front Street, Bebside (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428027,581487,0.10,unknown ownership,,not permissioned,,,,,7,"Mixed site but indicative yield reflects focus on brownfield aspect (0.10ha). For indicative purposes in the BF Register, the original SHLAA site (ref 4564) is split to reflect brownfield and greenfield elements - total area of 0.55 ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2017-12-17,2017-12-17,97,Blyth,Blyth CP,Suitable,Available,Achievable,6-10 Years,8,,0.55,0.10,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4573,,"""Former Bates Colliery Site (Phase/Area 1), Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430488,582210,13.80,not owned by a public authority,yes,permissioned,full planning permission,2013-02-01,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MDJ9Z5QS04P00,,257,"Significant redevelopment of former colliery site following remediation, with a wide range of constraints to be overcome. Work has commenced on site to implement reserved matters application and the current consent will not lapse. Phase 1 for development of 145 homes forecast to be brought forward shortly but, until there is evidence of further progress with regard to the residential aspect of the development, the site will remain on the BF Register. Development likely to be focused on an element of the site with remaining yield to follow in due course",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Application for 'phase 1' of development of 145 two-, three- and four-bed semi and detached dwellings permitted October 2017 - 16/04622/FUL. This follows a reserved matters application for overall site involving remediation of former colliery land followed by construction of 257 dwellings - 12/03370/REM. Further the latter overall consent has been implemented",2016-06-30,2018-12-31,98,Blyth,Blyth CP,Suitable,Available,Achievable,0-5 Years,257,16/04622/FUL,13.80,13.80,WGS84,-1.52333,55.13335,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4655,,"""Westfield, Church Street, Cramlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,426764,576769,0.18,not owned by a public authority,,not permissioned,,2008-04-02,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KRLX15LW00A00,,6,"Potential redevelopment opportunity within urban environment - previous application lapsed prior to implementation. Site part occupied by existing dwelling and any proposal is likely to involve demolition and redevelopment. Indicative yield represents slightly higher density, fitting for location",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Application has lapsed for demolition and replacement with 6 unit apartment block and 3 cottages, initially refused but allowed on appeal - B/07/00598/FUL",2016-06-30,2017-12-17,99,Cramlington,Cramlington CP,Suitable,Available,Achievable,6-10 Years,7,B/07/00598/FUL,0.18,0.18,WGS84,-1.58227,55.08467,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4663,,"""Land around and including Malvins House Close, Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430095,581441,0.45,not owned by a public authority,yes,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=L5YDNIQS04N00,,43,Previous permission for 85 units now lapsed - but forecast for delivery to start within next 5 years. Urban infill with residential area with high density identified considered to reflect the setting and proposals for an apartment/flatted scheme,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Previous permission now lapsed for scheme of 48 dwellings on part of site, comprising comprising 33 flats, 9 terraced houses, 4 detached houses and 2 bungalows - 10/S/00290/VARYCO. This extended the time limit of original application - 06/00225/FUL.",2016-06-30,2018-12-31,100,Blyth,Blyth CP,Suitable,Available,Achievable,0-5 Years,48,B/06/00225/FUL,0.45,0.45,WGS84,-1.52958,55.12646,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4669x,4669,"""Link House Buildings and Land, Links Road, Blyth (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,431923,579488,0.51,not owned by a public authority,,not permissioned,,2010-03-14,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=005V3VTGLI000,,14,"Site has been identified for potential mixed-use scheme, largely brownfield and at edge of settlement. Application previously submitted for 15 units. SHLAA site mixed, being mostly brownfield in nature, and although there is an element of greenfield land the reduced yield indicated recognises brownfield aspect (0.51ha). For indicative purposes in the BF Register, the original SHLAA site (ref 4669) is split to reflect brownfield and greenfield elements - total area of 1.36ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Application submitted for mixed-use development, including 15 new build dwellings and a pub/hotel, but lapsed without progress - 09/S/00330/OUT",2017-12-17,2017-12-17,101,Blyth,Blyth CP,Suitable In Part,Available,Achievable In Part,6-10 Years,15,09/S/00330/OUT,1.36,0.51,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4713,,"""Cramlington Fire Station""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427586,578706,0.57,unknown ownership,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OD6I2LQS0CE02,,12,Opportunity for redevelopment of former fire station site. Proposals for alternative uses have been consented but potential for small-scale residential scheme could remain after site clearance,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Change of use of former fire station to office to storage/distribution approved - 15/00205/COU,2016-06-30,2017-12-17,102,Cramlington,Cramlington CP,Suitable In Part,Available,Achievable In Part,6-10 Years,13,,0.57,0.57,WGS84,-1.56919,55.10203,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4736,,"""Commissioners Quay, Quay Road, Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,431990,581418,2.11,unknown ownership,yes,permissioned,full planning permission,2016-03-31,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NBL2PIQS0CE00,,49,Permitted site for 49 units - yet to commence but forecast for delivery to start within next 5 years. Approximately half of the overall SHLAA sites is covered by the extant consent,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Planning consent in place for scheme of 49 two- three- and four-bed dwellings - 15/01941/FUL,2016-06-30,2017-12-17,103,Blyth,Blyth CP,Suitable in part,Available,Achievable,0-5 Years,49,15/01941/FUL,2.11,2.11,WGS84,-1.49988,55.12614,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4754,,"""13 Allensgreen, Church Street, Cramlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,426794,576799,0.08,not owned by a public authority,,permissioned,full planning permission,2011-10-31,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=005RVCTGLI000,,5,Extant permission for 5 units. Redevelopment of existing land and buildings within existing urban area following clearance. Extant planning permission in place however delivery of this scheme is currently considered uncertain in the immediate term as site is to be sold prior to development,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Proposal for development of 5 units permitted, including 3 two-bed apartments and a one-bedroom apartment at second floor level, with a three-bed townhouse  -16/00880/FUL. Previous permission lapsed before commencement - 11/01565/FUL",2016-06-30,2017-12-17,104,Cramlington,Cramlington CP,Suitable,Available,Achievable,6-10 Years,5,16/00880/FUL,0.08,0.08,WGS84,-1.58178,55.08494,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4757,,"""East Cramlington Farm House, The Paddock, Cramlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427823,576458,0.76,not owned by a public authority,,not permissioned,,2007-12-04,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KRRIJSLW00A00,,7,Edge of settlement location with potential opportunity for redevelopment of former agricultural buildings and land - previous permission lapsed without progress. Relatively low density identified recognises site constraints,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Previous outline planning permission for up to 24 units lapsed without implementation - 07/00533/OUT,2017-12-17,2017-12-17,105,East Cramlington,Cramlington CP,Suitable,Available,Achievable,11-15 Years,8,07/00533/OUT,0.76,0.76,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4772,,"""Units 21E-21G Briardale Road & 29-33 Cowpen Hall Road, Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,429398,581556,0.06,not owned by a public authority,,not permissioned,,2007-12-04,https://publicaccess.northumberland.gov.uk/online-applications/advancedSearchResults.do?action=firstPage,,5,Potential opportunity for urban infill through clearance and redevelopment of commercial/retail units - previous permission lapsed without implementation. Relatively high density reflective of setting and likely nature of an appropriate scheme,Lapsed planning permission included consent to alter ground floor retail units,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Consent secured for 6 maisonettes (1.5 storey) above retail unit but scheme has not been progressed and has now lapsed - 07/00539/FUL,2016-06-30,2017-12-17,106,Blyth,Blyth CP,Suitable,Available,Achievable,6-10 Years,6,B/07/00539/FUL,0.06,0.06,WGS84,-1.54050,55.12754,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4791,,"""Land at Bebside Motors, Front Street, Bebside""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,428090,581513,0.26,unknown ownership,,not permissioned,,2008-02-05,https://publicaccess.northumberland.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=JSGWU7DC03L00,,14,Former garage site and commercial units giving opportunity for potential redevelopment - previous permission lapsed without start. Potential for wider development linked to 4564 and 4726 but site remains in use in part and is likely to only be available in the longer-term,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Outline consent for 15 dwellings previously secured but lapsed without progress - 07/00601/OUT. A umber of other applications relate to existing uses - 14/04264/COU, 16/03225/FUL",2016-06-30,2017-12-17,107,Blyth,Blyth CP,Suitable,Available,Achievable,11-15 Years,15,B/07/00601/OUT,0.26,0.26,WGS84,-1.56102,55.12722,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4796,,"""Second Hand Shop, King Street, Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,431344,570851,0.03,unknown ownership,,not permissioned,,2008-04-01,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=L1WEOWQS04O00,,5,Opportunity for infill scheme within urban area - previous permission lapsed before commencement. Indicative yield reflects town centre location,Lapsed planning permission included consent for 3 retail units at ground floor level,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,"Approval for mixed-use scheme, including provision of 6 flats above ground floor retail/commercial units, lapsed without implementation - B/08/00054/FUL. Extension of time limit refused - 11/00064/VARYCO. 
Previous proposal refused, with appeal dismissed - APP/P2935/A/12/2189282",2017-12-17,2017-12-17,108,Blyth,Blyth CP,Suitable,Available,Achievable,6-10 Years,6,B/08/00054/FUL,0.03,0.03,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,4812,,"""Former Nursery site and Car Park adjoining Newsham First School, Wharton Street, Blyth""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430098,580017,0.34,owned by a public authority,yes,permissioned,full planning permission,2017-06-23,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OCCVJRQS0GA01,,14,Permitted scheme for 14 units - yet to commence but forecast for delivery to start within next 5 years. Redevelopment of former school buildings and car park following clearance,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Application for 14 bungalows for affordable rent permitted June 2017 - 16/04102/FUL. Previous application was withdrawn - 10/S/00163/FUL,2016-06-30,2018-12-31,109,Blyth,Blyth CP,Suitable,Available,Achievable,0-5 Years,14,16/04102/FUL,0.34,0.34,WGS84,-1.52968,55.11367,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5020,,"""Essendene, Kenilworth Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427269,587549,0.30,not owned by a public authority,,not permissioned,,,,,11,Redevelopment of vacant site through urban infill. Previous buildings now cleared with indicative yield reflecting character of adjacent residential development,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,No relevant planning history,2016-06-30,2017-12-17,110,Ashington,Ashington CP,Suitable,Available,Achievable,6-10 Years,12,,0.30,0.30,WGS84,-1.57332,55.18151,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5021,,"""Pembroke Court, Woodlea, Newbiggin-by-the-Sea""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,431185,588257,0.28,not owned by a public authority,,not permissioned,,2012-07-13,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00IWKYTGLI000,,5,Opportunity for potential redevelopment of sheltered housing units following clearance - previous permission lapsed without start,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Previous permission now lapsed for conversion of mansard-type roofspace to 6 flats - 11/01075/FUL. Resubmission following initial refused application - 10/S/00393/FUL,2016-06-30,2017-12-17,111,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea CP,Suitable,Available,Achievable,6-10 Years,6,11/01075/FUL,0.28,0.28,WGS84,-1.51175,55.18765,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5028,,"""West End Service Station, North Seaton Road, Newbiggin-by-the-Sea""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430685,587272,0.09,not owned by a public authority,,not permissioned,,2011-07-26,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NMSK8XQS0CE00,,11,Existing garage site offering potential opportunity for infill redevelopment - previous permission lapsed prior to implementation,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Planning consent for demolition of petrol station and redevelopment of site for 12 apartments but  has lapsed without commencement - 10/S/00536/VARYCO. This extended the original outline application - 06/00393/OUT,2016-06-30,2017-12-17,112,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea CP,Suitable,Available,Achievable,6-10 Years,12,06/00393/OUT,0.09,0.09,WGS84,-1.51971,55.17882,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5035,,"""23 Station Road, Bedlington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427447,582781,0.07,unknown ownership,,not permissioned,,2008-02-13,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00ITU8TGLI000,,9,"Existing buildings and land, including garage, with potential chance for urban infill redevelopment - previous permission lapsed without being implemented. Relatively high yield representative of location and previous proposals for apartment scheme that would be in keeping with setting",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Permission lapsed without implementation for scheme of 10 apartments - 07/00250/FUL. A subsequent application to extend time limit was withdrawn - 10/S/00570/VARYCO,2016-06-30,2017-12-17,114,Bedlington,East Bedlington CP,Suitable,Available,Achievable,6-10 Years,10,07/00250/FUL,0.07,0.07,WGS84,-1.57098,55.13866,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5037,,"""Land to the rear 91 North Seaton Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,427583,587434,0.05,unknown ownership,,not permissioned,,2008-06-26,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00J00PTGLI000,,9,Opportunity for redevelopment of existing buildings and vacant land within urban area through infill scheme - previous application lapsed without commencement. Higher yield recognises potential for scheme of higher density,,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Proposal for 8 flats and 2 houses granted consent but application has now lapsed - 08/00113/FUL,2016-06-30,2017-12-17,115,Ashington,Ashington CP,Suitable,Available,Achievable,6-10 Years,10,08/00113/FUL,0.05,0.05,WGS84,-1.56840,55.18046,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5059x,5059,"""Moorside First School, Woodhorn Road, Newbiggin-by-the-Sea (brownfield parcel)""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,430913,588257,0.61,owned by a public authority,,pending decision,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KTMGGZLW00A00,,14,"Cleared former school site, declared surplus by Council, mainly brownfield but includes former playing fields . Application for development of 66 homes pending consideration. Brownfield land (0.61ha) represents around 25% of the site area - indicative yield of around 16 dwellings can be calculated based on methodological approach. For indicative purposes in the BF Register, the original SHLAA site (ref 5059) is split to reflect brownfield and greenfield elements - total area of 2.39ha",,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Draft Local Plan housing allocation. Planning application for development of 66 homes following demolition of school currently pending consideration - 16/03954/FUL,2017-12-17,2018-12-31,116,Newbiggin-by-the-Sea,Newbiggin-by-the-Sea CP,Suitable,Available,Achievable,6-10 Years,16,16/03954/FUL,2.39,0.61,,,,,,
http://opendatacommunities.org/id/unitary-authority/northumberland,Northumberland County Council,5060,,"""Ashington Fire Station, Morpeth Road, Ashington""",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,OSGB36,425712,587739,0.41,unknown ownership,,not permissioned,,,https://publicaccess.northumberland.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KUHP5UQS04O00,,10,"Former fire station site and associated land, sold for redevelopment and offering infill opportunity. Recent application approved to extend car sales operations but considered that longer-term potential for residential development could still remain",Extant planning permission includes consent for B2 mixed-use and to extend existing use of premises to include car sales,,,,,https://www.northumberland.gov.uk/NorthumberlandCountyCouncil/media/Planning-and-Building/planning%20policy/Studies%20and%20Evidence%20Reports/Housing%20Studies/1.%20SHLAA/Appendix-G-SHLAA-Sites-Summary-Assessment-Schedule.pdf,Application for change of use to include mixed use development approved July 2017 - 17/01879/FUL,2016-06-30,2017-12-17,117,Ashington,Ashington CP,Suitable,Available,Achievable,6-10 Years,11,17/01879/FUL,0.41,0.41,WGS84,-1.59774,55.18330,,,
