OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01208,,"""Kirkland House, Queensway, Yeadon, LS19 7rd""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01208,ETRS89,-1.6922332,53.869872,0.47,owned by a public authority,yes,not permissioned,,,,,17,,,,17,17,,,,11/07/2016,01/02/2019,4019,420335,441562
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01210,,"""Horsforth Mill, Low Lane. Horsforth, LS18 4er""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01210,ETRS89,-1.6175023,53.834776,0.70,not owned by a public authority,yes,permissioned,full planning permission,08/01/2015,,,89,"Alterations and five storey extension to mill to form 84 flats with undercroft parking, one detached  3 and 2 storey block to form 5 flats, demolition of existing buildings, associated access, car parking and landscaping",,,89,89,,,,11/07/2016,01/02/2019,4021,425270,437681
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01216,,"""Thorpe Square, Middleton, LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01216,ETRS89,-1.5380643,53.743303,0.92,owned by a public authority,yes,not permissioned,,,,,37,,,,37,37,,,,11/07/2016,01/02/2019,4032,430564,427535
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01218,,"""Sissons Drive/sissons Road, Middleton""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01218,ETRS89,-1.5505948,53.744115,0.36,owned by a public authority,yes,permissioned,full planning permission,01/06/2018,,,14,18 affordable dwellings to vacant site,,,14,14,,,,11/07/2016,01/02/2019,4034,429737,427620
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01219,,"""Throstle Mount, Middleton""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01219,ETRS89,-1.5485127,53.740314,0.37,owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,11/07/2016,01/02/2019,4035,429877,427198
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01220,,"""Thornhill Road, Upper Wortley, LS12 4lg""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01220,ETRS89,-1.5916659,53.791467,0.50,owned by a public authority,yes,permissioned,full planning permission,22/12/2016,,,14,Erection of 14 No. dwellings and associated works,,,14,14,,,,11/07/2016,01/02/2019,4036,426998,432872
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01222,,"""Regina House, Ring Road, Bramley, LS13 4et""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01222,ETRS89,-1.6284447,53.800188,1.79,not owned by a public authority,,not permissioned,,,,,64,,,,64,64,,,,11/07/2016,01/02/2019,4039,424570,433829
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01235,,"""Joseph Priestley College, Peel Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01235,ETRS89,-1.5961769,53.745311,0.40,not owned by a public authority,yes,permissioned,full planning permission,25/04/2017,,,28,Change of use of former college to 28 residential units,,,28,28,,,,11/07/2016,01/02/2019,4053,426730,427735
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01239,,"""Former St Josephs Convalescent Home, Outwood Lane, Horsforth""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01239,ETRS89,-1.6328973,53.831031,0.84,not owned by a public authority,yes,permissioned,full planning permission,14/12/2017,,,30,Development of 28no. apartments and 13no. houses,,,30,30,,,,11/07/2016,01/02/2019,4057,424259,437259
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01241,,"""Former Shaftsbury Public House, York Road, Harehills""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01241,ETRS89,-1.4982472,53.801952,0.63,not owned by a public authority,yes,not permissioned,,,,,23,,,,23,23,,,,11/07/2016,01/02/2019,4060,433144,434078
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01242,,"""Butterfield Manor & Richmond Court, Walter Crescent, Richmond Hill, LS9 8jl""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01242,ETRS89,-1.522792,53.794512,0.83,owned by a public authority,yes,not permissioned,,,,,48,,,,48,48,,,,11/07/2016,01/02/2019,4063,431533,433239
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01250,,"""Mercure Hotel, Leeds Road, Wetherby""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01250,ETRS89,-1.387581,53.924467,1.85,not owned by a public authority,yes,permissioned,reserved matters approval,24/05/2017,,,86,Reserved Matters Application for seven houses,,,86,86,,,,11/07/2016,01/02/2019,4075,440315,447766
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01253,,"""Windlesford Green Hostel, Woodlesford""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01253,ETRS89,-1.4608592,53.756257,0.71,owned by a public authority,yes,not permissioned,,,,,26,,,,26,26,,,,11/07/2016,01/02/2019,4082,435645,429012
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01267,,"""Seacroft Green Social Club, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01267,ETRS89,-1.4624071,53.820331,0.83,owned by a public authority,,not permissioned,,,,,26,,,,26,26,,,,11/07/2016,01/02/2019,4110,435489,436140
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01271,,"""Moresdale Avenue, Foundry Mill Street, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01271,ETRS89,-1.4745449,53.812969,0.39,not owned by a public authority,yes,permissioned,full planning permission,10/07/2015,,,16,"Two-storey block of 16 self-contained supported living apartments, with associated open space and car parking",,,16,16,,,,11/07/2016,01/02/2019,4117,434696,435315
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01272,,"""Land At Hawkshead Crescent, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01272,ETRS89,-1.4674845,53.811635,0.78,owned by a public authority,yes,not permissioned,,,,,25,,,,25,25,,,,11/07/2016,01/02/2019,4120,435162,435170
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01274,,"""Land At A64 And A63 Junction, Killingbeck Bridge, Halton""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01274,ETRS89,-1.4849763,53.802004,0.90,not owned by a public authority,yes,not permissioned,,,,,32,,,,32,32,,,,11/07/2016,01/02/2019,4123,434018,434090
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00416,,"""7a Waterword Close, Tingley, WF3 1ql""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00416,ETRS89,-1.5647905,53.723198,0.64,not owned by a public authority,yes,permissioned,reserved matters approval,12/10/2012,,,2,"Reserved Matters application for 12 houses, laying out of access road and associated landscaping",,,2,2,,,,11/07/2016,01/02/2019,1038,428815,425287
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00443,,"""Tetleys Motor Services Ltd, 76 Goodman Street Hunslet LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00443,ETRS89,-1.5254477,53.783826,0.62,not owned by a public authority,,not permissioned,,,,,36,,,,36,36,,,,11/07/2016,01/02/2019,1065,431366,432049
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00455,,"""Nethertown Pig Farm, Old Lane, Drighlington, Leeds, BD11 1LU""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00455,ETRS89,-1.6518201,53.76054,1.30,not owned by a public authority,yes,not permissioned,,,,,23,,,,23,23,,,,11/07/2016,01/02/2019,1077,423052,429410
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00456,,"""Saxton Lane / Marsh Lane LS9""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00456,ETRS89,-1.5309747,53.795847,0.19,not owned by a public authority,yes,not permissioned,,,,,80,,,,80,80,,,,11/07/2016,01/02/2019,1078,430993,433384
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00461,,"""Bridgewater Road North""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00461,ETRS89,-1.5202039,53.784516,11.19,not owned by a public authority,,not permissioned,,,,,546,,,,546,546,,,,01/02/2019,01/02/2019,1083,431711,432128
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00500,,"""Garnetts Paper Mill, Mill Lane , Otley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00500,ETRS89,-1.6871158,53.90963,9.95,not owned by a public authority,yes,permissioned,full planning permission,27/01/2017,,,68,"Residential development of 9 flats, 4 terraced houses and 2 semi-detached houses",,,68,68,,,,11/07/2016,01/02/2019,1122,420652,445987
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00503,,"""Braims Pressings Ltd, Hunslet Road, LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00503,ETRS89,-1.5334176,53.787749,2.28,not owned by a public authority,,not permissioned,,,,,121,,,,121,121,,,,19/12/2017,01/02/2019,1125,430838,432482
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00522,,"""St Michaels College St Johns Road LS3""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00522,ETRS89,-1.5633707,53.804679,1.82,not owned by a public authority,yes,not permissioned,,,,,459,,,,459,459,,,,11/07/2016,01/02/2019,1144,428853,434353
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00642,,"""Former Gas Works, Armley Gyratory""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00642,ETRS89,-1.5688687,53.794183,5.00,not owned by a public authority,,not permissioned,,,,,122,,,,122,122,,,,11/07/2016,01/02/2019,1265,428498,433183
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00860,,"""Barncroft Close, Seacroft""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00860,ETRS89,-1.4744734,53.828401,0.67,owned by a public authority,yes,not permissioned,,,,,27,,,,27,27,,,,11/07/2016,01/02/2019,2146,434688,437032
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00990,,"""Woodhouse Square, Brandon Road, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00990,ETRS89,-1.5577401,53.801521,0.22,not owned by a public authority,yes,permissioned,full planning permission,09/06/2017,,,72,"Part four and part five storey student studio accommodation with 117 studios, reception and management office, gymnasium, common room, study room, courtyard garden and landscaping",,,72,72,,,,11/07/2016,01/02/2019,3157,429226,434004
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00674,,"""Former Vickers Tank Factory Site, Manston Lane, Cross Gates""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00674,ETRS89,-1.4325247,53.805974,21.49,not owned by a public authority,yes,not permissioned,,,,,450,,,,450,450,,,,11/07/2016,01/02/2019,1297,437469,434558
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00685,,"""Land To The Rear Of Naylor Jennings Mill Of Green Lane , Yeadon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00685,ETRS89,-1.68472,53.859822,5.96,not owned by a public authority,yes,permissioned,full planning permission,18/05/2017,,,122,"Re-development of Building B into 17 apartments, retention of brick chimney and relocation of water tower",,,122,122,,,,11/07/2016,01/02/2019,1308,420834,440446
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00696,,"""Land North Of Albert Road , Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00696,ETRS89,-1.5888056,53.748638,2.50,not owned by a public authority,yes,permissioned,full planning permission,08/07/2016,,,4,"Erection of 61 dwellings with open space, landscaping and associated works",,,4,4,,,,19/12/2017,01/02/2019,1319,427214,428108
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00699,,"""Airedale Mills, Rodley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00699,ETRS89,-1.6532035,53.820944,1.93,not owned by a public authority,yes,not permissioned,,,,,5,,,,5,5,,,,11/07/2016,01/02/2019,1322,422928,436130
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00714,,"""Stylo House, Harrogate Road, Apperley Bridge Bradford Bd10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00714,ETRS89,-1.7053176,53.834412,2.74,not owned by a public authority,yes,permissioned,reserved matters approval,04/02/2015,,,1,Reserved matters application for residential development including the laying out of access road,,,1,1,,,,11/07/2016,01/02/2019,1337,419491,437613
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00715,,"""Mistress Lane Armley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00715,ETRS89,-1.5858047,53.797829,1.19,owned by a public authority,yes,not permissioned,,,,,41,,,,41,41,,,,11/07/2016,01/02/2019,1338,427380,433582
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00716,,"""Clarient Production Uk Limited, Calverley Lane, Horsforth, LS18 4RP""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00716,ETRS89,-1.6647521,53.831861,18.81,not owned by a public authority,yes,permissioned,full planning permission,12/07/2017,,,72,Eight houses,,,72,72,,,,11/07/2016,01/02/2019,1339,422162,437341
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00724,,"""Ninevah Lane, Allerton Bywater""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00724,ETRS89,-1.3851234,53.750517,2.90,not owned by a public authority,yes,not permissioned,,,,,57,,,,57,57,,,,19/12/2017,01/02/2019,1357,440644,428414
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00737,,"""Marsh Lane Goods Yard""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00737,ETRS89,-1.5271814,53.797019,3.67,not owned by a public authority,yes,not permissioned,,,,,750,,,,750,750,,,,11/07/2016,01/02/2019,2000,431242,433516
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00738,,"""St Peters Square""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00738,ETRS89,-1.5335301,53.796765,0.09,not owned by a public authority,yes,not permissioned,,,,,49,,,,49,49,,,,11/07/2016,01/02/2019,2001,430824,433485
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00741,,"""Leeds College Of Building""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00741,ETRS89,-1.535466,53.802929,0.90,not owned by a public authority,,not permissioned,,,,,180,,,,180,180,,,,11/07/2016,01/02/2019,2004,430692,434170
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00746,,"""Carlsberg Uk Ltd Brewery, Black Bull Street""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00746,ETRS89,-1.5392783,53.791736,11.00,mixed ownership,yes,not permissioned,,,,,1540,,,,1540,1540,,,,11/07/2016,01/02/2019,2009,430449,432923
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00747,,"""Hindle Valve / New Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00747,ETRS89,-1.5460156,53.790557,3.22,owned by a public authority,,not permissioned,,,,,95,,,,95,95,,,,19/12/2017,01/02/2019,2010,430006,432789
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00755,,"""Silver Street/ Midland Mills North""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00755,ETRS89,-1.5560436,53.79108,0.27,not owned by a public authority,,not permissioned,,,,,180,,,,180,180,,,,19/12/2017,01/02/2019,2018,429345,432843
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00756,,"""Silver Street/ Midland Mills South""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00756,ETRS89,-1.5565245,53.790093,0.57,not owned by a public authority,,not permissioned,,,,,279,,,,279,279,,,,19/12/2017,01/02/2019,2019,429314,432733
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00758,,"""Water Inn Car Park""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00758,ETRS89,-1.5526944,53.791993,0.18,not owned by a public authority,yes,not permissioned,,,,,30,,,,30,30,,,,11/07/2016,01/02/2019,2021,429565,432946
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00759,,"""Clarence Road and Carlisle Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00759,ETRS89,-1.5311841,53.789323,1.45,owned by a public authority,,not permissioned,,,,,114,,,,114,114,,,,19/12/2017,01/02/2019,2022,430984,432658
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00760,,"""Yorkshire Evening Post""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00760,ETRS89,-1.5600867,53.796371,1.85,not owned by a public authority,yes,permissioned,outline planning permission,01/04/2015,,,204,"Outline planning application for a mixed use scheme comprising office (B1), residential and/or hotel (C3/C1) and a flexible range of supporting uses at ground floor (A1-A5, D1 and D2) with basement car parking; public open space and modifications to the site access junctions.",,,204,204,,,,11/07/2016,01/02/2019,2023,429075,433430
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00763,,"""Rspca, Cavendish St""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00763,ETRS89,-1.5625408,53.799795,0.20,mixed ownership,yes,not permissioned,,,,,70,,,,70,70,,,,11/07/2016,01/02/2019,2026,428911,433810
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00764,,"""Rear Of Round House""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00764,ETRS89,-1.5626594,53.794232,0.99,not owned by a public authority,,not permissioned,,,,,160,,,,160,160,,,,11/07/2016,01/02/2019,2027,428907,433191
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00766,,"""Leeds Metropolitan University""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00766,ETRS89,-1.548942,53.803592,1.73,not owned by a public authority,yes,permissioned,full planning permission,14/04/2014,,,1,"474 student bedroom development comprising two blocks of 16 and 12 storeys, staff accommodation and retail use (A1/A3 or A5) of 199sqm",,,1,1,,,,11/07/2016,01/02/2019,2029,429804,434238
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00768,,"""Water Lane Railway Triangle""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00768,ETRS89,-1.557573,53.791427,0.98,not owned by a public authority,,not permissioned,,,,,171,,,,171,171,,,,11/07/2016,01/02/2019,2031,429244,432881
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00773,,"""Rod Mills Lane, High Street, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00773,ETRS89,-1.5966785,53.742014,1.84,not owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,11/07/2016,01/02/2019,2036,426699,427368
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00783,,"""West Park Centre, LS16""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00783,ETRS89,-1.6020027,53.833224,2.30,owned by a public authority,yes,permissioned,full planning permission,13/02/2018,,,69,Erection of 50 dwellings with associated access and landscaping,,,69,69,,,,19/12/2017,01/02/2019,2049,426291,437514
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00852,,"""Abbey Street, Kirkstall Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00852,ETRS89,-1.562864,53.799374,0.27,not owned by a public authority,yes,permissioned,reserved matters approval,04/11/2016,,,107,"Reserved Matters application for mixed use development up to 11 storeys comprising residential with ground floor A3/A4 unit, undercroft car parking and landscaped public space",,,107,107,,,,11/07/2016,01/02/2019,2138,428890,433763
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00856,,"""Kendall Drive, Halton Moor""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00856,ETRS89,-1.4834795,53.79407,0.51,owned by a public authority,yes,not permissioned,,,,,15,,,,15,15,,,,11/07/2016,01/02/2019,2142,434123,433208
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00857,,"""Neville Road, Halton Moor""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00857,ETRS89,-1.4796226,53.794152,2.75,owned by a public authority,yes,permissioned,full planning permission,27/07/2017,,,83,Residential development for 109 dwellings and associated access works,,,83,83,,,,11/07/2016,01/02/2019,2143,434377,433219
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00890,,"""Area Within Kirkstall Hill, Beecroft Street, Commercial Road""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00890,ETRS89,-1.5998313,53.815529,3.62,owned by a public authority,yes,not permissioned,,,,,55,,,,55,55,,,,11/07/2016,01/02/2019,3014,426445,435546
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00891,,"""Benyon House, Ring Road, Middleton, LS10 4AA""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00891,ETRS89,-1.5288012,53.74999,2.48,not owned by a public authority,,not permissioned,,,,,37,,,,37,37,,,,11/07/2016,01/02/2019,3015,431170,428283
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00893,,"""St Peters Church And House, Chantrell House, Leeds Parish Church, Kirkgate""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00893,ETRS89,-1.535966,53.79477,0.33,not owned by a public authority,yes,permissioned,full planning permission,08/07/2013,,,27,"Change of use including refurbishment and extensions to 2 church buildings with 2 flats, to form offices and 14 flats and erect 5 storey block comprising office and 21 flats, with car parking - Variation of conditions 21, 33 and 37 of previous approval 09/03230/FU relating to floor levels, windows and approved plans",,,27,27,,,,11/07/2016,01/02/2019,3017,430665,433262
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00894,,"""4 St Peters Place, Leeds, LS9 8AQ""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00894,ETRS89,-1.5329679,53.796817,0.02,not owned by a public authority,yes,not permissioned,,,,,18,,,,18,18,,,,11/07/2016,01/02/2019,3018,430861,433491
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00976,,"""Leeds Girls High School, Headingley, LS6 1bn""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00976,ETRS89,-1.5657196,53.815419,2.42,not owned by a public authority,yes,permissioned,full planning permission,17/11/2015,,,28,"Residential development comprising of 48 apartments, 43 townhouses and retention of Rose Court Lodge",,,28,28,,,,11/07/2016,01/02/2019,3137,428691,435547
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00977,,"""Malvern Rise, LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00977,ETRS89,-1.5547408,53.779355,0.82,owned by a public authority,,not permissioned,,,,,60,,,,60,60,,,,11/07/2016,01/02/2019,3142,429439,431539
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00980,,"""Bismarck Street, LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00980,ETRS89,-1.546939,53.779514,1.30,owned by a public authority,yes,permissioned,reserved matters approval,01/03/2011,,,10,"Reserved matters application for residential development comprising 40 flats in 2 and 3 storey blocks and 30 dwelling houses, highways works, car parking and landscaping",,,10,10,,,,11/07/2016,01/02/2019,3145,429953,431560
