OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority1,PlanningAuthority2,PlanningAuthority3
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00102,,"Studio Flats, 117 & Rear Of 117, Kenton Road, HA3 0AZ",,ETRS89,-0.3177362094,51.5814531395,0.02,Unknown ownership,yes,permissioned,full planning permis,2018-02-14,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2,"Demolition of single storey rear extension and garage to retail unit and erection of a part single and two storey rear extension along with the conversion of the existing uppers floors to provide a total of 5 self-contained flats (4 x 1bed and 1 x studio) with first floor amenity space and associated alterations to include the enlargement of the front dormer window and rear rooflight,installation of side railings, cycle racks and provision for bin storage",,,2,2,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00103,,"The Lodge Liberal Jewish Cemetery, Pound Lane, NW10 2HG",,ETRS89,-0.2368636553,51.543793457,0.079,Unknown ownership,yes,permissioned,full planning permis,2018-04-13,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,"Erection of a three storey building comprising 9 x self-contained flats (4 x 1 bed, 3 x 2 bed and 2 x 3 bed) with associated refuse and recycling storage, amenity space, covered cycle parking and soft and hard landscaping on land adjacent to The Lodge Liberal Jewish Cemetery, Pound Lane, London, NW10",,,9,9,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00104,,"The Stadium, Oaklands Road, NW2 6DJ",,ETRS89,-0.2167976169,51.556844269,0.2,Unknown ownership,yes,permissioned,full planning permis,2018-05-01,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_137934,,9,"Erection of second and third floor extension to building referred to as Barclay House to provide 9 residential duplex apartments (7 x 2bed and 2 x 3bed) and the change of use of the ground floor from storage space to office (Use B1a) and gymnasium (Use class D2). Refurbishment of building referred to as Stadium House to provide office space (Use class B1a) at ground floor and creation of new mezzanine level, creation of a new extension linking both buildings at ground floor level and provision for car (stacked storage) & cycle parking space and bin stores",,,9,9,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00105,,"The Willows, Honeypot Lane, NW9 9QA",,ETRS89,-0.2834179738,51.5901195971,0.253,Unknown ownership,yes,permissioned,full planning permis,2017-10-26,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,50,"Demolition of the existing care home building and redevelopment of the site comprising the erection of a five storey building providing 50 self-contained flats (4 studios, 11 x 1bed, 23 x 2bed and 12 x 3bed) with associated basement level, car and cycle parking space, bin stores, amenity space and landscaping and subject to a Deed of Agreement dated 25 October 2017 under Section 106 of the Town and Country Planning Act 1990, as amended",,,50,50,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00106,,"Willesden Green Baptist Church, High Road, NW10 2PR",,ETRS89,-0.2303284396,51.5471931735,0.075,Not owned by a public authority,yes,permissioned,full planning permis,2018-01-19,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,7,"Demolition of the existing adjoining structures to the rear; erection of a part two and part three storey rear extension including basement level; internal alterations to create new mezzanine and upper floor levels to facilitate the creation of 7 residential units (1 x 1bed, 4 x 2bed & 2 x 3bed); 7No. dormer windows to the east and west roof slopes; new access gates to facilitate vehicle and pedestrian access from Huddlestone Road; alterations to fenestration including new front access door to residential units; removal of part of front boundary wall; and provision of secure storage for 14 cycles for the residential units and refuse facilities to serve both residential and church buildings",,,7,7,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00108,,"Yard Rear Of 1a, Parkfield Road, NW10 2BJ",,ETRS89,-0.2331008297,51.5459939837,0.109,Unknown ownership,yes,permissioned,full planning permis,2018-11-07,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,"Demolition of all buildings on site and erection of a two storey building comprising of 3 dwellinghouses and 2 self-contained flats, provision for cycle and refuse storage, one disabled parking bay, shared amenity space and associated landscaping",,,5,5,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00109,,"1, Bridgehill Close, HA0 1EP",,ETRS89,-0.302176846,51.5419324562,0.083,Unknown ownership,yes,permissioned,full planning permis,2016-12-08,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_130230,,4,"Demolish existing building (containing office and residential units) and replace with a new part two storey part three storey building containing 9 flats (6x2 bedroom flats, 2x1 bedroom flats and 1 studio flat).",,,4,4,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00110,,"1, Draycott Avenue, HA3 0BW",,ETRS89,-0.3146300061,51.5827034875,0.103,Unknown ownership,yes,permissioned,full planning permis,2016-10-26,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_126652,,8,"Demolition of existing detached dwellinghouse and erection of a part four storey, part three storey part 2-storey apartment block providing 1 x 3 bed; 5 x 2 bed and 3 x 1 bed self contained flats with associated basement level car and cycle parking, refuse storage, amenity space and landscaping",,,8,8,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00111,,"107, Brondesbury Park, NW2 5JL",,ETRS89,-0.2225688492,51.5460866973,0.081,Unknown ownership,yes,permissioned,full planning permis,2018-01-18,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,"Demolition of existing single storey rear extension, conversion of garage into a habitable room to include replacement of garage door with window and new entrance door, erection of a single storey side to rear extension, roof extension to also include a rear dormer window, insertion of seven rooflights and conversion of dwellinghouse into 6 self-contained flats (1x 3bed and 5x 2bed), provision for cycle parking spaces and bin stores and subdivision of rear garden space",,,5,5,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00112,,"111, Salusbury Road, NW6 6RG",,ETRS89,-0.2064374279,51.5374691092,0.153,Mixed ownership,yes,permissioned,full planning permis,2016-12-15,https://pa.brent.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=DCAPR_129893,,8,"Erection of a fourth and fifth storey over existing three-storey office building to create 8 self-contained flats (comprising 6 No. 2-bedroom flats and 2 No. 3-bedroom) with associated new street level entrance to the front and secondary entrance to the side, new lift and stairs along with glazed link bridge, amendments to car parking arrangements and provision for refuse and cycle stores to the rear",,,8,8,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00113,,"12, Chaplin Road, HA0 4TX",,ETRS89,-0.2995764536,51.5505635334,0.062,Not owned by a public authority,yes,permissioned,full planning permis,2018-07-27,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,9,"Demolition of the existing building (Use Class C2) and erection of a three storey building comprising 9 self contained flats (7 x1 bed and 2 x 3 bed), creation of first floor terrace, provision for communal and private amenity space, bicycle and refuse storage, landscaping and alterations to boundary walls","Full planning permission for demolition of existing buildings and structures on the site, all site preparation works and the development of Phase 1 (Buildings A, B, C and D ranging from 1 to 14 storeys in height) to comprise 400 homes (Use Class C3); 910 sq m (GEA) of business floorspace Use Class B1a); 1,290 sq m (GEA) of commercial floorspace (Use Classes A1, A2, A3, A4 and A5); and 1,610 sq m (GEA) of community and leisure floorspace (Use Classes D1 and D2), including a community centre and nursery;",,9,9,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00114,,"126, High Road, NW10 2PJ",,ETRS89,-0.2327870239,51.5473920968,0.023,Not owned by a public authority,yes,permissioned,full planning permis,2017-10-30,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,2,Erection of a first and second floor rear extension including internal alterations to facilitate the conversion of the existing 4 flats into a total of 6 flats (2 x 1bed and 4 x studio),,,2,2,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00115,,"15, Bryan Avenue, NW10 2AA",,ETRS89,-0.2276579399,51.5428004626,0.05,Unknown ownership,yes,permissioned,full planning permis,2017-06-01,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,"Conversion of property into 6 self-contained flats (3 x studios, 1 x 1bed, 1 x 2bed and 1 x 3bed) involving the partial demolition and extension of the existing building to include excavation of a basement level with front and rear lightwell, part one and part two storey rear extension, juliet balconies to the ground floor rear elevation, alterations to the roof and main entrance, and associated car and cycle parking spaces, bin stores, landscaping and amenity space.",,,5,5,,,,2018-12-14,2018-12-14,,,
http://opendatacommunities.org/id/london-borough-council/brent,London Borough of Brent,BR00116,,"203, Kilburn High Road, NW6 7HY",,ETRS89,-0.197993936,51.5416831525,0.017,Unknown ownership,yes,permissioned,full planning permis,2018-05-25,https://pa.brent.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,5,"Hip to gable roof extension to the main roof, roof extension with associated dormer to the rear of main roof, 2nd floor rear extension, rear 1st floor link extension to the rear building and conversion of the upper floors into 5 self-contained flats (1 x Studio, 3 x 1 Bed and 1 x 2 Bed), and retention of the ground floor commercial units to include a new front entrance and conversion of the storage area on the basement floor into offices.",,,5,5,,,,2018-12-14,2018-12-14,,,
