OrganisationURI,OrganisationLabel,SiteReference,AlternativeReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,Ho10,53824,,Whitmore Park,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet,OSGB36,282417,432693,30.1,unknown ownership,yes,not permissioned,,,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=758618,,500,Site representation made through call for site process and consultation exercises. Provision of residential development is necessary to facilitate new employment provisions. Site is partially cleared and located adjacent to existing residential areas.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:10,OUT/2013/2335,,Former Lyng Hall Playing Fields,http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2017,OSGB37,280860,436423,5.2,unknown ownership,yes,permissioned,outline planning permission,2014-01-10,http://planning.coventry.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=751663,,178,Erection of up to 178 residential dwellings,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:12,,,"Site of LTI Factory, Holyhead Road",http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2018,OSGB38,279477,432362,2.96,unknown ownership,yes,not permissioned,,,,,110,The site is adjacent existing residential provision and offers an opportunity to enhance the existing residential environment by improving the links between residential and commercial activity.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:14,,,"Former Transco Site, Abbots Lane",http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2019,OSGB39,279382,432937,2.19,unknown ownership,yes,not permissioned,,,,,100,The site is adjacent existing residential provision and offers an opportunity to enhance the existing residential environment by improving the links between residential and commercial activity..,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:15,,,Land at Sandy Lane,http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2020,OSGB40,279902,433285,2.48,unknown ownership,yes,not permissioned,,,,,90,The site is adjacent existing residential provision and offers an opportunity to enhance the existing residential environment by improving the links between residential and commercial activity.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:16,,,Land at Carlton Road / Old Church Road,http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2021,OSGB41,282043,434725,1.78,unknown ownership,yes,not permissioned,,,,,85,Site is situated within a predominantly residential area and development is capable of creating a suitable residential environment.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:20,,,Land at Durbar Avenue,http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2022,OSGB42,281900,433928,2.42,unknown ownership,yes,not permissioned,,,,,45,The site is situated within a sustainable location and development is capable of creating a suitable environment,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:21,,,"Woodfield School site, Stoneleigh Road",http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2023,OSGB43,274767,430997,0.99,unknown ownership,yes,not permissioned,,,,,10,Site is considered suitable subject to design considerations and appropriate access being created as well as noise mitigation measures. It is likely that only a third of the site will be deliverable subject to mitigation measures and buffering to the woodland. New residential is also expected to contribute towards the setting of new rail facilities.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:22,,,Land at the junction of Jardine Crescent and Jobs Lane,http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2024,OSGB44,278825,429061,0.46,unknown ownership,yes,not permissioned,,,,,25,The site is situated adjacent to district centre and its services and facilities meaning it is sustainable and considered suitable for residential development in principle.,,,,,,,,,
http://opendatacommunities.org/doc/metropolitan-district-council/coventry,Coventry City Council,H2:25,,,"The Grange Children's Home, Waste Lane",http://www.coventry.gov.uk/downloads/file/25899/final_local_plan_december_2025,OSGB45,282109,431483,1.8,unknown ownership,yes,not permissioned,,,,,12," Site is currently occupied as a children's
care home. Given its position within the GB
and its heritage status a conversion
opportunity is likely to be most suitable.
There may be scope for small extensions
and new build additions.",,,,,,,,,
