Organisation URL,Organisation Label,Site Reference,Alternative References,Previously Part Of,Site Name Address,Ward,Siteplan URL,Coordinate Reference System,GeoX,GeoY,Gross area (ha),Developable area (ha),Ownership Status,Deliverable,Planning Status,Permission Type,Permission Date,Planning History,Min Net Dwellings,Net Dwellings Range From,Net Dwellings Range To,Brownfield Coverage,Site Information,Notes,First Added Date,Last Updated Date
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR66,HO215,"SHELAA 2017
Appendix 2c","Greatness Cemetery frontage, Seal Road, Sevenoaks",Sevenoaks Northern,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8487,OSGB36,553932.0,156810.0,0.74,0.74,Promoted,Deliverable,Not Permissioned,,,,22,22,29,Partial*,"The site comprises the frontage of Greatness Cemetery containing a residential lodge and six garages in a parkland setting. Bounded by Seal Road to the south, residential development to the east and west, and cemetery to the north.","The site is located adjacent to Sevenoaks urban confines. The existing access onto Seal Road could be utilised, providing that provision for through access to the cemetery is retained. Given the small scale nature of the site and the character of the area there are some concerns over amenity impacts which could be addressed through high quality design. Overall the site is considered able to accommodate development however it is located within the Green Belt so this designation would need to change in order for it to be developed.",2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR67,HO275,"SHELAA 2017
Appendix 2c","The Croft, Bradbourne Vale Road, Sevenoaks",Sevenoaks Northern,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8488,OSGB36,552346.0,156394.0,0.13,0.13,Promoted,Deliverable,Not Permissioned,,,,3,3,5,Partial*,"The site comprises a residential dwelling and garden. Bounded by Bradbourne Vale Road to the south, school to the east, access track to the west and residential development to the north. Mature trees line the northern boundary of the site.",The site is located adjacent to Sevenoaks urban confines. The existing access onto Bradbourne Vale Road could be utilised. Overall the site is considered able to accommodate development however it is located within the Green Belt so this designation would need to change in order for it to be developed.,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR68,MX21,"SHELAA 2017
Appendix 2c","Bakers Yard, Otford Road, Sevenoaks",Sevenoaks Northern,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8489,OSGB36,552782.0,157044.0,2.09,,Promoted,Unsuitable,Not Permissioned,,,,0,0,0,,"The site comprises a mix of uses including a commercial yard containing a number of temporary buildings and a large car parking area in the north, a residential dwelling and an area of glasshouses. The site narrows to the south. Bounded by Otford Road to the east, the railway line to the south, and woodland and the local nature reserve to the west and north.",The site is located adjacent to Sevenoaks urban confines. The existing access onto Otford Road could be utilised. The site lies adjacent to a SSSI and the site provides an important buffer between the road and adjacent wildlife habitats. Overall the site is considered unsuitable for this type of development given the potential harm to the SSSI.,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR69,HO10,"SHELAA 2017
Appendix 2c","Old Fordge Yard, Swanley Village Road, Swanley",Swanley Christchurch & Swanley Village,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8490,OSGB36,552763.0,169650.0,0.55,0.3,Promoted,Deliverable,Not Permissioned,,,,9,9,12,Partial*,"The site comprises two parts separated by a brick wall – the western section is a commercial yard containing a number of buildings/workshops and an area of hardstanding, and the eastern section consists of the gardens belonging to properties along Swanley Village Road. The site is surrounded by residential development and a pub.","The site is located within the built confines of Swanley Village, although this settlement does not have a boundary and is washed over by the Green Belt. There is existing access onto Swanley Village Road however this is very narrow and so a new access would be required from either Hoggs Orchard or Hotham Close. The eastern part of the site lies within the Conservation Area. Overall the western part of the site that is previously developed is considered able to accommodate development, however it is located within the Green Belt so this designation would need to change in order for it to be developed.",2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR70,HO195,"SHELAA 2017
Appendix 2c","The Olympic and land to the rear, Beechenlea Lane, Swanley",Swanley Christchurch & Swanley Village,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8491,OSGB36,552730.0,168422.0,5.95,0.7,Promoted,Deliverable,Not Permissioned,,,,21,21,28,Partial*,"The site comprises a mix of uses including a restaurant and car park, bowling green and clubhouse, and a golf driving range. Bounded by Beechenlea Lane to the west, residential development to the south, a school to the north and the M25 motorway to the east.",The site is located adjacent to Swanley urban confines when considered alongside the adjoining Broom Hill site which benefits from an extant planning permission. The existing access onto Beechenlea Lane could be utilised subject to the road being widened. The bowling green and driving range are identified in the Open Spaces Study as an outdoor sports facility which forms an important part of the green infrastructure network. The loss of this use is not supported and would need to be clearly demonstrated. Overall the part of the site fronting Beechenlea Lane is considered able to accommodate development however it is located within the Green Belt so this designation would need to change in order for it to be developed.,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR71,HO222,"SHELAA 2017
Appendix 2c","Former Birchwood Primary School, Russett Way, Swanley",Swanley White Oak,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8492,OSGB36,550781.0,169594.0,2.95,0.72,Promoted,Deliverable,Not Permissioned,,,,21,21,28,Partial*,"The former Birchwood Primary School occupies this site, which comprises school buildings, car parking, playground and playing fields, and a residential cottage. Bounded by Leydenhatch Lane to the north, residential development to the west and south, and open countryside to the east.","The site is located adjacent to Swanley urban confines. The existing access onto Russett Way could be utilised. A new access could also be made onto Leydenhatch Lane. The playing fields are identified in the Open Spaces Study as an outdoor sports facility which forms an important part of the green infrastructure network. The loss of this use is not supported and would need to be clearly demonstrated.
Overall the previously developed part of the site is considered able to accommodate development however it is located in the Green Belt so this designation would need to change in order for it to be developed.",2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR72,HO266,"SHELAA 2017
Appendix 2c","Five Ways Nursery, Swanley Lane, Swanley",Swanley White Oak,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8493,OSGB36,551985.0,169392.0,0.59,0.45,Promoted,Deliverable,Not Permissioned,,,,13,13,18,Partial*,"The site comprises a former horticultural nursery containing a permanent horticultural building, a residential dwelling, and a concrete base. The site is split into two, with the southern portion in use, and the northern portion derelict and overgrown. Mature trees and hedges line the western boundary of the site, with Swanley Lane to the east and adjacent residential development to the south.",The site is located adjacent to Swanley urban confines. The existing access onto Swanley Lane could be utilised. Overall the southern portion of the site containing permanent buildings is considered able to accommodate development however it is located within the Green Belt so this designation would need to change in order for it to be developed.,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR73,HO33,"SHELAA 2017
Appendix 2c","Ralwin, Buckham Thorns Road, Westerham",Westerham & Crockham Hill,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8494,OSGB36,544414.0,154429.0,0.47,0.47,Promoted,Deliverable,Not Permissioned,,,,14,14,18,Partial*,"The site comprises a residential dwelling, garage and outdoor swimming pool set in extensive grounds. Bounded by residential development to the south and west, school to the north and allotments to the east.",The site is located adjacent to Westerham urban confines. The existing access onto Buckham Thorns Road could be utilised however this is a very narrow lane and only suitable for a limited number of dwellings. The site lies within the AONB but is considered to be well contained. Overall the site is considered able to accommodate development however it is located within the Green Belt so this designation would need to change in order for it to be developed.,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR74,MX5,"SHELAA 2017
Appendix 2c","Westerham Garage and land to the rear, London Road, Westerham",Westerham & Crockham Hill,http://cds.sevenoaks.gov.uk/mgAi.aspx?ID=8495,OSGB36,544671.0,154799.0,3.62,1.2,Promoted,Deliverable,Not Permissioned,,,,22,22,30,Partial*,"The site comprises a petrol filling station and car sales garage, with agricultural fields to the rear. Bounded by London Road to the east, the M25 motorway to the north, residential development to the south and open countryside to the west.","Some Employment:  The site is located adjacent to Westerham urban confines. The existing access onto London Road could be utilised, however an additional access would be required to serve more than 50 units. The site lies within the AONB but is considered to be well contained within the landscape. There is scope to intensify the uses on this site to include additional employment floorspace and residential units. Overall the eastern portion of the site, particularly the frontage with London Road, is considered able to accommodate a mixed use development however it is located within the Green Belt so this designation would need to change in order for it to be developed.",2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR75,SE/13/01087,,"Covent of Mercy, Sycamore Drive, Swanley, BR8 7AY",Swanley White Oak,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551366.0,168920.0,0.13,0.13,Not in Public Ownership,Deliverable,Permissioned,Expired,2013-08-01,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,9,9,,,Proposed alteration and change of use from a former Convent to form 9 self contained flats,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR76,SE/09/01319,,"Stacklands Retreat House, School Lane",Fawkham & West Kingsdown,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,557435.0,161893.0,2.7,2.7,Not in Public Ownership,Deliverable,Permissioned,Expired,2009-10-30,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,14,14,,,"Conversion of existing residential institution into eight houses and six apartments, together with some minor building work. (Renewal of existing consent SE/06/00824/FUL)",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR77,SE/08/02245,,31-37 Park Lane,Kemsing,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,555297.0,158205.0,0.43,0.43,Not in Public Ownership,Deliverable,Permissioned,Expired,2012-04-29,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,14,14,,,"Demolition of existing dwellings. Erection of 14 dwellings, six 1-bed flats, two 2-bed houses and six 3-bed houses. Provision of 22 parking spaces and cycle storage. Amended plans received 30.01.09",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR78,SE/15/02932,,"Carlton Works, St Johns Hill, TN13 3NS",Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,553191.0,156349.0,0.03,0.03,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-11-17,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,7,7,,,Conversion of existing building to 8 apartments.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR79,SE/16/03388,,148-152 St Johns Hill,Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,553133.0,156592.0,0.04,0.04,Not in Public Ownership,Deliverable,Permissioned,Extant,2017-03-28,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,Proposed erection of new building to provide a new single shop unit together with 6 No. residential apartments and associated alterations to fenestration of No. 154 St Johns Hill.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR80,SE/14/02652,,139 London Road TN13 1BH,Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552658.0,155125.0,0.04,0.04,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-01-27,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,8,8,,,"Demolition of existing mixed use building and development of 8 no. residential apartments with undercroft parking and associated landscaping, as amended by revised plans received on 12.12.14",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR81,SE/15/01711,,"60 High Street, TN14 5PH",Otford & Shoreham,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552435.0,159366.0,0.05,0.05,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-11-20,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,5,,,Change of use from B1(offices) to C3 (residential) to provide 5 no. 2 bed dwellings with associated parking.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR82,SE/16/03467/PAC,,Paxform Properties (1st & 2nd Floors) 11-13 High Street BR8 8AE,Swanley Christchurch & Swanley Village,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551593.0,168514.0,0.05,0.05,Not in Public Ownership,Deliverable,Permissioned,Extant,2017-01-06,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,5,,,Prior notification for a change of use from Office use (Class B1(a)) to a Dwellinghouse (Class C3). This application is made under Class O of The Town and Country Planning (General Permitted Development) (England) Order 2015.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR83,SE/14/01353/PAC,,Sevenoaks Sound & Vision 109-113 London Road TN13 1BH,Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552741.0,155036.0,0.05,0.05,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-06-17,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,Prior notification for a change of use from class B1 Office to class C3 Dwellinghouse. This application is made under Class J of The Town and Country Planning (General Permitted Development) (Amendment) (England) Order 2013.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR84,SE/15/00338,,"Epicurus House, 1-3 Akehurst Lane",Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,553126.0,154654.0,0.05,0.05,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-06-18,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,"Extensions, external alterations and remodelling to existing building. Change of use of  building from offices to six residential apartments.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR85,SE/14/02774/PAC,,"First Floor, 33 Swanley Centre (above Wilko and adjacent shops) BR8 7TL",Swanley St Mary's,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551332.0,168600.0,0.08,0.08,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-10-09,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,10,10,,,Prior notification for a change of use from Office (B1 Use) to Class C3 (dwellinghouses). This application is made under Class J of The Town and Country Planning (General Permitted Development) (Amendment and Consequential Provisions) (England) Order 2014.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR86,SE/14/01202/PAC,,"First Floor & Second Floor, 96 High Street",Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,553095.0,154674.0,0.1,0.1,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-05-28,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,Prior notification for a change of use from B1(a) Offices to 6 No. class C3 Residential apartments. This application is made under Class J of The Town and Country Planning (General Permitted Development) (Amendment) (England) Order 2013.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR87,SE/12/03119,,94-96 London Road,Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552786.0,155058.0,0.1,0.1,Not in Public Ownership,Deliverable,Permissioned,Extant,2013-02-26,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,14,14,,,Demolition of existing building: erection of a four storey building providing office space (use class B1) and parking (14 spaces) with 14 two-bedroom flats. Creation of new vehicular access. (Alteration of planning permission SE/10/02968/FUL).,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR88,SE/15/00216/OUT,,"Meeting Point Day Centre, Rural Age Concern, 27-37 High Street, BR8 8EA",Swanley Christchurch & Swanley Village,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551647.0,168486.0,0.14,0.14,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-05-05,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,14,14,,,Outline application for Demolition of existing buildings and construction of a mixed use development to include 14 flats and retail premises with some matters reserved.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR89,SE/14/01153,,"Site of Edenbridge Bowling Club, Grange Close, TN8 5LT",Edenbridge North and East,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,544430.0,146435.0,0.19,0.19,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-08-01,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,"Erection of six No three bedroom dwellinghouses comprises four properties of two storey design and two properties of part single, part chalet style design with parking and associated landscaping.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR90,SE/16/02364,,"Millfield, London Road, TN15 6EU",Fawkham & West Kingsdown,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,556922.0,163868.0,0.23,0.23,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-10-06,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,5,,,Demolition of existing residential and commercial premises and redevelopment to provide 5no dwellings and associated infrastructure.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR91,SE/13/03596,,"Former site of the Farmers, London Road",Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552340.0,155391.0,0.23,0.23,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-04-29,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,39,39,,,"Construction of a residential led mixed use scheme comprising 39 flats (5x one bed and 34 x two bed), 4x retail (A1/A2) units and car parking, service yard, landscaping and associated works.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR92,SE/04/02248,,Keston and The Beeches,Swanley White Oak,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552101.0,169274.0,0.31,0.31,Not in Public Ownership,Deliverable,Permissioned,Extant,2005-11-24,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,48,48,,,"Residential development comprising 4 x 1bed apartments and 9 x 2 bed , 23 x 3 bed and 12 x 4 bed houses (total 48)  Access road, parking and open space. As amended by plans received 19/01/05, and unilateral undertaking dated 13.04.06.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR93,SE/14/02075,,98-116 London Road (Salmon's) TN13 1BB,Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,552763.0,155104.0,0.33,0.33,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-06-04,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,60,60,,,The demolition of the existing buildings and erection of a mixed use scheme which comprises a total of 60 residential units (C3) and an integral office element (B1).,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR94,SE/15/03633,,"58-88 Northview, BR8 7BQ",Swanley White Oak,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551451.0,169205.0,0.34,0.34,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-07-07,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,31,31,,,Demolition of existing residential units and erection of 31 units to provide affordable accommodation for the older person.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR95,SE/15/03187,,"Raleys Centre, Plymouth Drive, TN13 3RP",Sevenoaks Town & St Johns,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,553361.0,155053.0,0.35,0.35,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-07-07,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,5,5,,,"Demolition of existing leisure / recreational buildings and erection of 5 detached houses, associated detached garages and access drive.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR96,SE/14/03807,,"Pells Farm, Pells Lane, TN15 6AU",Fawkham & West Kingsdown,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,558297.0,161979.0,0.38,0.38,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-05-19,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,The redevelopment of the Pells Farm estate which currently accommodates commercial units in a state of disrepair along with one existing residential dwelling. 6no. new residential units are to be provided. This will comprise 5no. new dwellings and the conversion of one existing non-residential building into an additional dwelling. The existing residential building is to be refurbished.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR97,SE/14/01363,,"Tri Officers Mess, 1-4 Armstrong Close, TN14 7BS","Halstead, Knockholt & Badgers Mount",https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,549971.0,159586.0,0.42,0.42,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-08-01,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,10,10,,,"Conversion of former officers accommodation (sui generis use) to provide 10 two bedroom flats with secure bin and cycle storage, associated car parking and amenity space.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR98,SE/16/03278/PAC,,"Warren Farm, Main Road, TN14 6EE","Brasted, Chevening and Sundridge",https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,549175.0,155496.0,0.59,0.59,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-12-22,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,6,6,,,Prior notification for a change of use from Office Use (Class B1(a)) to a Dwellinghouse (Class C3). This application is made under Class O of The Town and Country Planning (General Permitted Development) (England) Order 2015.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR99,SE/15/00376,,"Westerham House, Fircroft Way, TN8 6EL",Edenbridge North & East,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,544416.0,147368.0,0.71,0.71,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-03-16,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,36,36,,,"Redevelopment of site comprising of the demolition of existing vacant industrial building and the erection of 36 affordable residential units, 50 car parking spaces, associated highways and landscaping works.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR100,SE/15/03394,,Land West of Rosslare Close (former Chruchill School) London Road,Westerham & Crockham Hill,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,544680.0,154510.0,1.34,1.34,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-03-11,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,38,38,,,Erection of 38no. residential units and associated works as amplified by amended plans received 18 November 2015. As amplified by amended drawings received 21st January 2016.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR101,SE/14/00487,,"Old Powder Mills, Powder Mill Lane, TN11 9AN",Leigh & Chiddingstone Causeway,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,557297.0,146724.0,3.3,3.3,Not in Public Ownership,Deliverable,Permissioned,Extant,2014-06-26,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,73,73,,,"Development of Old Powder Mills comprising (a) detailed permission for construction of 73 no. detached, semi detached and terraced houses with garaging and parking, play area, amenity space and open space and (b)  outline permission, with all matters reserved except for access, for the provision of serviced land for a building of 1,582 sq m for B1(a) and B1(b) purposes, following demolition of all existing pharmaceutical research laboratories and offices, plant and machinery and hardstanding areas (except part of Building 11).  Alterations and improvements to existing accesses onto Leigh Road and Powder Mills and closure to vehicles of a third access onto Powder Mills.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR102,SE/16/00253,,"United House, Goldsel Road, BR8 8EU",Swanley Christchurch & Swanley Village,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551560.0,168212.0,3.7,3.7,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-04-26,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,185,185,,,Demolition of existing industrial and office buildings and redevelopment of site for 185 dwellings with associated parking and public open space.,,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR103,SE/15/03802,,"Eden Hall, Stick Hill, TN8 5QQ",Cowden & Hever,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,546191.0,142889.0,4.3,4.3,Not in Public Ownership,Deliverable,Permissioned,Extant,2016-06-17,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,26,26,,,"Demolition of modern school and home wings, alterations and conversion of Eden Hall to 6 flats, demolition of bungalow, all courtyard and other buildings and removal of mobile home, parking, courts and pool areas, erection of 20 new dwellings, garages, access ways and landscaping.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR104,SE/15/00628/OUT,,"Fort Halstead, Crow Drive, TN14 7BU","Halstead, Knockholt & Badgers Mount",https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,549763.0,159300.0,40.1,40.1,Not in Public Ownership,Deliverable,Permissioned,Extant,2015-09-10,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,450,450,,,"Outline planning permission for the demolition of buildings and development of a mixed-use development comprising a business area (Use Classes B1 and B2 with ancillary energetic material testing) of up to 27,000 sq m GEA, 450 residential units, a hotel of up to 80 beds, a village centre (Use Classes A1-A3, B1a, D1 and D2), use of the Fort Area and bunkers as an historic interpretation centre (Use Class D1) with ancillary workshop space, and works associated with the development including roads, landscaping, security fencing, formal and informal open space, pedestrian, cyclist and public transport infrastructure, utilities infrastructure, sustainable urban drainage system, cycle and car parking (with all matters reserved); and detailed approval for two access points at Otford Lane/Crow Drive (primary) and Star Hill (secondary).",,2017-11-01,2017-12-01
