OrganistionURI,OrganistionLabel,Site Reference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateRefernceSystem,GeoX,GeoY,Easting,Northing,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,SiteInformation,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0047,TAT/0047,"""Blackham Reclamation Yard, Tattenhall Road, Newton by Tattenhall, Chester, CH3 9QQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830044.302,-184401.3756,349470,360301,1.259,not owned by a public authority,permissioned,reserved matters approval,2016-12-15,,yes,"""Demolition of existing buildings and erection of  up to 25 dwellings, up to 700 sq.metres of office floor space (B1), access works and car parking and open space.""",25,,,"13/02120/OUT
16/03089/REM",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0090,,"""Land at The Oak Room, Tattenhall Road, Newton by Tattenhall, CH3 9BD""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830026.958,-184555.9164,349338,360315,0.785,not owned by a public authority,permissioned,full planning permission,2012-09-20,,yes,"""Demolition of buildings on site. Erection of 31 new dwellings. Demolition of modern additions to public house, refurbishment and extensions to side and rear with shop facility and bed and breakfast accommodation.""",31,,,12/02283/FUL,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,TAT/0097,,"""The former Oak Room Public House, Tattenhall Road, Newton By Tattenhall Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3830045.587,-184530.5424,349363,360294,0.165,not owned by a public authority,permissioned,full planning permission,2016-01-22,,yes,"""Demolition of existing public house and erection of 5 affordable houses""",5,,,15/03391/FUL,2017-12-21,,
,,TAT/0129,,"""Portico House, High Street, Tattenhall""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,348409,358253,0.009,not owned by a public authority,permissioned,full planning permission,2018-12-17,,,"""Demolition and erection of 7 dwellings""",7,,,18/02929/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,UPT/0005(a),UPT/0005,"""Former The Gamekeeper PH,  (Plush Spice) Newhall Road, Upton, Chester, CH2 1TB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822799.707,-192303.9232,341344,368946,0.128,not owned by a public authority,permissioned,outline planning permission,2014-07-14,,yes,"""Twelve (12) self contained apartments""",12,,,"13/03014/OUT
16/05308/REM (pending)",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,UPT/0047,,"""UPTON DENE (Phase 3): Land off Upton Grange, Liverpool Road, Chester""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3822880.705,-193710.0022,339942,368774,3.11,not owned by a public authority,permissioned,full planning permission,2019-08-30,,yes,"""2016 application: 90 new dwellings
2017 application: Erection of 74 dwellinsg (30% affordable) with associated access, landscaping and works, including retention of on-site water tower and demolition of redundant buildings""",74,,,"14/05171/OUT
17/01543/FUL",2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WEC/0006,,"""Briar Lane garage court, Weaverham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820091.844,-171527.0011,362007,373345,0.257,not owned by a public authority,not permissioned,,,,,"""Residential development""",9,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WEC/0054,,"""Mere Brow, Sandy Lane, Weaverham, Northwich, CW8 3PX""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3818873.249,-172837.7468,360656,374801,,not owned by a public authority,permissioned,full planning permission,2017-03-02,,yes,"""Conversion of dwelling, barn and stables to form 6 dwellings-Alternative permission implemented""",6,,,"14/02510/OUT, 16/03028/FUL",2018-12-30,2019-12-01,2019-12-01
,,WEC/0099,,"""West Road Garage, 2 West Road, Weaverham""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,360968,374276,0.072,not owned by a public authority,permissioned,full planning permission,2018-08-07,,,"""9 apartments and 3 dwellings""",10,,,17/03481/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WHI/0016,WHI/0016,"""Site of former Royal British Legion, Stanney Lane, Whitby, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817644.948,-193340.9345,340129,375320,1.267,not owned by a public authority,not permissioned,,,,,"""Residential development""",,,,,2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WHI/0017,,"""Mealors Yard, rear of 94 Chester Road, Whitby, Ellesmere Port, CH65 6RY""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3817755.549,-194155.5235,339387,375141,0.222,not owned by a public authority,permissioned,outline planning permission,2017-09-07,,yes,"""Residential development""",5,,,16/03781/OUT,2018-12-30,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0007,,"""Land east of Winnington Avenue, Winnington""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820205.862,-169475.0119,364061,373300,6.016,not owned by a public authority,not permissioned,,,,,"""Residential development""",180,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0009(a),WIC/0009,"""Land at Lock Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819784.999,-167891.815,365628,373901,0.211,multiple ownership,not permissioned,,,,,"""Residential development""",8,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0010,,"""British Waterways site, Navigation Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820127.976,-167922.8014,365610,373471,1.256,not owned by a public authority,not permissioned,,,,,"""Residential development""",40,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0032,,"""Land at Weaver Shipyard, Saxons Lane, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820908.178,-168330.3922,365230,372480,2.976,not owned by a public authority,not permissioned,,,,,"""Residential development""",72,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0045,,"""Yoxalls Joinery, Winnington Avenue, Northwich, CW8 4EE""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819635.219,-169292.9444,364224,373929,0.553,not owned by a public authority,permissioned,outline planning permission,2018-07-20,,yes,"""Demolition of industrial buildings and erection of 33 dwellings""",33,,,19/01618/OUT pending,,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0049,,"""TATA Works site, land at Winnington Works, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819096.103,-168662.54,364835,374722,58.548,multiple ownership,not permissioned,,,,,"""Residential development""",602,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0050,,"""Land at Winnington Business Park, Winnington Avenue, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820056.597,-169329.6686,364201,373494,6.153,multiple ownership,pending decision,,,,yes,"""Outline planning application for employment uses (B1, B2, B8 uses), residential dwellings (up to 160 dwelling), retail units, family pub/restaurant, with associated access and ancillary works""",160,,,17/01965/OUT,2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0058,WIC/0058,"""Castleleigh Centre, David Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820357.106,-168225.079,365316,373172,0.62,owned by a public authority,not permissioned,,,,,"""Residential development""",22,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0062,,"""Land to the north of Watling Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819773.006,-167638.1539,365881,373927,2.279,multiple ownership,not permissioned,,,,,"""Residential development""",73,,,,2017-12-21,,
,,WIC/0064,,"""211-215 Manchester Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,367901,374502,0.142,not owned by a public authority,permissioned,full planning permission,2018-10-26,,,"""Demolition of showroom and construction of 10 dwellings""",10,,,18/02989/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0072,,"""Land at Station Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819752.024,-166882.6966,366635,373990,1.778,not owned by a public authority,not permissioned,,,,,"""Residential development""",60,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0073(a),WIC/0073,"""Land south of Chester Road, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819679.388,-166661.9504,366853,374091,0.725,not owned by a public authority,not permissioned,,,,,"""Residential development""",44,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0075,,"""Watling Street (Council offices), Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819859.268,-167648.1707,365875,373819,0.701,owned by a public authority,not permissioned,,,,,"""Residential development""",25,,,pending,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0076,,"""Weaver Shopping extension, Chester Way, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819762.539,-167449.6081,366070,373949,0.722,multiple ownership,not permissioned,,,,,"""Residential development""",26,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0077,,"""Land to west of Warrington Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819596.472,-167154.5329,366359,374170,3.167,not owned by a public authority,not permissioned,,,,,"""Residential development""",89,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0078,,"""Land at Leicester Street,  Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819598.014,-166966.4054,366547,374177,1.812,multiple ownership,not permissioned,,,,,"""Residential development""",51,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0082(a),WIC/0082,"""Land west of Queen Street, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820101.876,-167786.7612,365744,373511,1.122,not owned by a public authority,not permissioned,,,,,"""Residential development""",20,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0086,,"""Land at Chester Way, Victoria Bridge, Northwich""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819924.847,-167611.4217,365914,373739,0.287,not owned by a public authority,permissioned,full planning permission,2010-11-26,,,"""Erection of class C2 residential accommodation with care, comprising 52 No 1, 2 and 3 bedroom apartments for persons aged 60 years and over, with associated works""",52,,,08-1854-FUM 10/00991/ful,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIC/0088,,"""Dane House Chester Way Northwich Cheshire CW9 5JG  """,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3819953.956,-167605.4307,365921,373704,0.11,not owned by a public authority,permissioned,planning permission granted under an order,2017-01-18,,yes,"""Change of use and conversion of existing building from offices to residential, creating 15 apartments for assisted living with associated communal areas and parking-Complete""",15,,,16/05245/PDO,2017-12-21,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0031(a),,"""School Road North (former coal yard), Rudheath""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820804.873,-165266.8503,368286,372754,0.192,not owned by a public authority,not permissioned,,,,,"""Residential development""",18,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0033,,"""Land to the rear of Farmers Arms PH, Middlewich Road, Northwich (Phase II)""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820150.823,-165866.6219,367665,373541,2.471,not owned by a public authority,not permissioned,,,,,"""Residential development""",20,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIR/0047,,"""Bridge View, King Street, Rudheath, Northwich, CW9 7RW""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3820557.613,-165166.1308,368379,373067,,not owned by a public authority,permissioned,full planning permission,2017-04-03,,yes,"""Demolition of building and erection of 19 dwellings-Under construction""",19,,,17/00472/S73,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0021,,"""Cane House, Waterworks Lane, Hooton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815072.625,-198364.6713,335020,378270,0.295,not owned by a public authority,permissioned,outline planning permission,2015-01-21,,yes,"""24 one and two bed apartments (demolition of existing buildings)""",24,,,14/02291/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0023,,"""Land at Hooton Road, Willaston, Neston, CH64 1SJ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815393.486,-200265.53,333132,377773,0.253,not owned by a public authority,not permissioned,,,,,"""Residential development""",7,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIT/0032,,"""Roften Works site, Hooton Road, Hooton, Ellesmere Port""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3815319.246,-198575.4595,334818,377953,17.6,not owned by a public authority,permissioned,full planning permission,,,yes,"""Residential development comprising 265 residential units and a care home together with access from Hooton Road.
27x2bed flats / 66x bed, 34x3bed, 138x4bed houses)-under construction""",265,,,,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0004,,"""Securicor Ltd, Wharton Road, Winsford CW7 3AP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825222.534,-167545.163,366165,367136,0.342,not owned by a public authority,permissioned,outline planning permission,2016-09-13,,yes,"""Erection of up to 14no. Dwellings (demolition of existing structures) including access from Wharton Road with allo ther matters reserved""",14,,,"09/02249/OUT
15/05130/OUT",2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0020,,"""476 Rookery Rise, Station Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826151.479,-166913.9263,366827,366008,0.495,not owned by a public authority,not permissioned,,,,,"""Residential development""",13,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0030,,"""S Cooper and Sons Ltd, Warehouse One, Nat Lane, Winsford, CW7 3BS""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825326.043,-167731.9558,365981,366999,4.936,not owned by a public authority,permissioned,outline planning permission,2014-10-02,,,"""Winsford NP site W4
Demolition of all buildings except Wharton Park House and erection of up to 161 dwellings""",161,,,12/04804/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0034,,"""Wharton Road (Reposessions UK Ltd), Winsford. CW7 3BQ""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825473.87,-167744.1212,365974,366814,4.399,not owned by a public authority,permissioned,outline planning permission,2014-10-24,,,"""Winsford NP site W3
Residential development (up to 150 dwellings) with 12000sq.ft of B1 / B2 / B8 employment space. S106 signed October 2014""",150,,,11/00558/OUT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0048(a),WIW/0048,"""Land at Wharton Green, Deakins Road / Bostock Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3824641.803,-167427.7999,366261,367866,1.202,not owned by a public authority,not permissioned,,,,,"""Residential development""",114,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0050(a),WIW/0050,"""Former coal yard site, Station Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826058.762,-166759.5421,366978,366130,0.227,not owned by a public authority,not permissioned,,,,,"""Residential development""",6,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0059,,"""Meadow Island, Bradford Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825350.484,-168520.5833,365195,366931,2.436,not owned by a public authority,not permissioned,,,,,"""Residential development""",30,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WIW/0061,,"""North of Middlewich Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826125.522,-165972.114,367748,366052,0.693,not owned by a public authority,permissioned,outline planning permission,2019-07-10,,,"""Construction of up to 21 dwellings""",21,,,17/03135/OUT,2018-12-30,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0045(a),WOV/0045,"""Handley Hill School, Beeston Drive, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3826369.872,-169719.2974,364032,365601,1.086,owned by a public authority,not permissioned,,,,,"""Winsford NP site O4
Promoted by Local Authority for residential redeveopment. Demolition application approved 23 Feb 2017""",71,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0066,,"""Land and buildings off Sadler Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825816.687,-168822.1259,364910,366334,0.572,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 6""",26,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0070(a),WOV/0070,"""Land north of former Richmond Packaging, New Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825625.395,-168437.0833,365287,366592,0.81,not owned by a public authority,not permissioned,,,,,"""Winsford NP site NTC 5""",26,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0071(a),WOV/0071,"""Car park off Church Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825791.434,-168349.7848,365380,366389,0.432,owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 9""",26,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0072,,"""Land at Manchester House Carpets, 56 High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825833.703,-168439.3459,365293,366331,0.129,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 7""",5,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0074,,"""Greedy Pig site, New Road, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825765.325,-168256.7835,365473,366426,,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 10 - non residential""",,,,,2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0078,,"""Pimletts and adjacent car park, Church Street / High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825822.841,-168408.9375,365322,366346,0.185,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 8""",6,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0084,,"""Sadler Road (Former Winsford Clio Centre), Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825794.612,-168896.4282,364835,366358,0.124,not owned by a public authority,not permissioned,outline planning permission,2012-12-06,,,"""Winsford NP site NTC 3""",12,,,09/00635/OUM  12/03149/EXT,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0100,,"""Meadow Home Park Mill Lane Whitegate Winsford Cheshire """,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3823828.251,-168704.632,364958,368821,0.47,not owned by a public authority,permissioned,full planning permission,2016-03-16,,yes,"""Engineering works to allow siting of 7 park homes and associated works """,7,,,15/04548/FUL,2017-12-21,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WOV/0112,,"""Land at Grange Yard, Grange Lane, Winsford, CW7 2BP""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825770.492,-169254.9337,364505,366343,0.488,not owned by a public authority,pending decision,,,,,"""Erection of up to 40 dwellings""",40,,,17/00619/OUT (pending),2018-12-30,,
,,WOV/0119,,"""148 High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,,,365041,366308,0.012,not owned by a public authority,permissioned,full planning permission,2018-10-08,,,"""Conversion to 4 dwellings and construction of 2 new dwellings""",5,,,18/01601/FUL,2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0014,,"""Winsford Shopping Centre, Dene's Drive, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825918.028,-168959.7926,364776,366202,3.152,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 0""",113,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0027,,"""Car park off Dene Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825905.282,-169146.5297,364588,366208,0.789,owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 1""",32,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0028,,"""Site of former Civic Hall, High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825851.811,-169077.5981,364656,366278,0.252,owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 2""",10,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0030,,"""Winsford Library and Dingle Recreation Centre, High Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825851.326,-168943.4511,364789,366286,0.263,owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 3""",11,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0031,,"""Land at High Street / Dingle Lane, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825893.414,-168827.8063,364907,366238,0.266,not owned by a public authority,not permissioned,,,,,"""Winsford NP site TC 5""",10,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0034,,"""Land to rear of Weaver Street, off Winnington Street, Winsford""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825976.601,-168412.3,365324,366154,0.363,not owned by a public authority,not permissioned,,,,,"""Residential development""",13,,,,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0044,,"""The Hollies, Darnhall School Lane, Winsford CW7 1LH""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3827256.714,-169454.9831,364328,364507,0.167,not owned by a public authority,permissioned,full planning permission,2009-07-01,,,"""Demolition of existing building and erection of 14 apartments. Buildings demolished in 2009 - no further progress on site to date""",14,,,08-0824-FUM,2017-12-21,,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Cheshire West and Chester Council,WSD/0052,,"""Former Drill Hall, Dingle Lane, Winsford CW7 1AB""",http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,ETRS89,3825918.028,-168959.7926,365002,366028,0.226,not owned by a public authority,permissioned,full planning permission,2017-03-27,,yes,"""Demolition of existing building and erection of 31 residential units and associated bin stores, bicycle stores, car parking and communal amenity space""",31,,,15/03878/FUL,2017-12-21,,
